CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	6.6120000E-10	0.0000000E+0	6.6120000E-10
-2.4750000E+1	2.6500000E-10	0.0000000E+0	2.6500000E-10
-4.4500000E+1	2.4090000E-10	0.0000000E+0	2.4090000E-10
-6.4250000E+1	2.2330000E-10	0.0000000E+0	2.2330000E-10
-8.4000000E+1	2.0110000E-10	0.0000000E+0	2.0110000E-10
-1.0375000E+2	1.8010000E-10	0.0000000E+0	1.8010000E-10
-1.2350000E+2	1.6180000E-10	0.0000000E+0	1.6180000E-10
-1.4325000E+2	1.5810000E-10	0.0000000E+0	1.5810000E-10
-1.6300000E+2	1.5460000E-10	0.0000000E+0	1.5460000E-10
-1.8275000E+2	1.5380000E-10	0.0000000E+0	1.5380000E-10
-2.0250000E+2	1.5380000E-10	0.0000000E+0	1.5380000E-10
-2.2225000E+2	1.5300000E-10	0.0000000E+0	1.5300000E-10
-2.4200000E+2	1.5720000E-10	0.0000000E+0	1.5720000E-10
-2.6175000E+2	1.5280000E-10	0.0000000E+0	1.5280000E-10
-2.8150000E+2	1.5250000E-10	0.0000000E+0	1.5250000E-10
-3.0125000E+2	1.5220000E-10	0.0000000E+0	1.5220000E-10
-3.2100000E+2	1.5230000E-10	0.0000000E+0	1.5230000E-10
-3.4075000E+2	1.5170000E-10	0.0000000E+0	1.5170000E-10
-3.6050000E+2	1.6600000E-10	0.0000000E+0	1.6600000E-10
-3.8025000E+2	1.6900000E-10	0.0000000E+0	1.6900000E-10
-4.0000000E+2	1.5200000E-10	0.0000000E+0	1.5200000E-10
