CV Measurement
Barcode=33305010000619	DateCV=20160311	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	4.3650000E-10	0.0000000E+0	4.3650000E-10
-1.0000000E+1	3.5400000E-10	0.0000000E+0	3.5400000E-10
-1.5000000E+1	2.9740000E-10	0.0000000E+0	2.9740000E-10
-2.0000000E+1	2.6530000E-10	0.0000000E+0	2.6530000E-10
-2.5000000E+1	2.5190000E-10	0.0000000E+0	2.5190000E-10
-3.0000000E+1	2.4360000E-10	0.0000000E+0	2.4360000E-10
-3.5000000E+1	2.3750000E-10	0.0000000E+0	2.3750000E-10
-4.0000000E+1	2.3180000E-10	0.0000000E+0	2.3180000E-10
-4.5000000E+1	2.2660000E-10	0.0000000E+0	2.2660000E-10
-5.0000000E+1	2.2270000E-10	0.0000000E+0	2.2270000E-10
-5.5000000E+1	2.1910000E-10	0.0000000E+0	2.1910000E-10
-6.0000000E+1	2.1550000E-10	0.0000000E+0	2.1550000E-10
-6.5000000E+1	2.1230000E-10	0.0000000E+0	2.1230000E-10
-7.0000000E+1	2.0800000E-10	0.0000000E+0	2.0800000E-10
-7.5000000E+1	2.0420000E-10	0.0000000E+0	2.0420000E-10
-8.0000000E+1	2.0070000E-10	0.0000000E+0	2.0070000E-10
-8.5000000E+1	1.9608000E-10	0.0000000E+0	1.9608000E-10
-9.0000000E+1	1.9248000E-10	0.0000000E+0	1.9248000E-10
-9.5000000E+1	1.8867000E-10	0.0000000E+0	1.8867000E-10
-1.0000000E+2	1.8352000E-10	0.0000000E+0	1.8352000E-10
-1.0500000E+2	1.7547000E-10	0.0000000E+0	1.7547000E-10
-1.1000000E+2	1.7042000E-10	0.0000000E+0	1.7042000E-10
-1.1500000E+2	1.6715000E-10	0.0000000E+0	1.6715000E-10
-1.2000000E+2	1.6530000E-10	0.0000000E+0	1.6530000E-10
-1.2500000E+2	1.6462000E-10	0.0000000E+0	1.6462000E-10
-1.3000000E+2	1.6340000E-10	0.0000000E+0	1.6340000E-10
-1.3500000E+2	1.6155000E-10	0.0000000E+0	1.6155000E-10
-1.4000000E+2	1.6170000E-10	0.0000000E+0	1.6170000E-10
-1.4500000E+2	1.6103000E-10	0.0000000E+0	1.6103000E-10
-1.5000000E+2	1.5935000E-10	0.0000000E+0	1.5935000E-10
-1.5500000E+2	1.5874000E-10	0.0000000E+0	1.5874000E-10
-1.6000000E+2	1.5618000E-10	0.0000000E+0	1.5618000E-10
-1.6500000E+2	1.5388000E-10	0.0000000E+0	1.5388000E-10
-1.7000000E+2	1.5408000E-10	0.0000000E+0	1.5408000E-10
-1.7500000E+2	1.5353000E-10	0.0000000E+0	1.5353000E-10
-1.8000000E+2	1.5305000E-10	0.0000000E+0	1.5305000E-10
-1.8500000E+2	1.5291000E-10	0.0000000E+0	1.5291000E-10
-1.9000000E+2	1.5241000E-10	0.0000000E+0	1.5241000E-10
-1.9500000E+2	1.5226000E-10	0.0000000E+0	1.5226000E-10
-2.0000000E+2	1.5359000E-10	0.0000000E+0	1.5359000E-10
-2.0500000E+2	1.5172000E-10	0.0000000E+0	1.5172000E-10
-2.1000000E+2	1.5147000E-10	0.0000000E+0	1.5147000E-10
-2.1500000E+2	1.5124000E-10	0.0000000E+0	1.5124000E-10
-2.2000000E+2	1.5280000E-10	0.0000000E+0	1.5280000E-10
