CV Measurement
Barcode=33305010000619	DateCV=20160308	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	7.6990000E-13	0.0000000E+0	7.6990000E-13
-1.0000000E+1	8.0680000E-13	0.0000000E+0	8.0680000E-13
-1.5000000E+1	9.4190000E-13	0.0000000E+0	9.4190000E-13
-2.0000000E+1	1.0489000E-12	0.0000000E+0	1.0489000E-12
-2.5000000E+1	1.0734000E-12	0.0000000E+0	1.0734000E-12
-3.0000000E+1	1.0603000E-12	0.0000000E+0	1.0603000E-12
-3.5000000E+1	1.0302000E-12	0.0000000E+0	1.0302000E-12
-4.0000000E+1	9.8490000E-13	0.0000000E+0	9.8490000E-13
-4.5000000E+1	9.3040000E-13	0.0000000E+0	9.3040000E-13
-5.0000000E+1	8.7850000E-13	0.0000000E+0	8.7850000E-13
-5.5000000E+1	8.2770000E-13	0.0000000E+0	8.2770000E-13
-6.0000000E+1	7.7900000E-13	0.0000000E+0	7.7900000E-13
-6.5000000E+1	7.3770000E-13	0.0000000E+0	7.3770000E-13
-7.0000000E+1	7.1060000E-13	0.0000000E+0	7.1060000E-13
-7.5000000E+1	7.0020000E-13	0.0000000E+0	7.0020000E-13
-8.0000000E+1	6.9660000E-13	0.0000000E+0	6.9660000E-13
-8.5000000E+1	6.9430000E-13	0.0000000E+0	6.9430000E-13
-9.0000000E+1	6.9230000E-13	0.0000000E+0	6.9230000E-13
-9.5000000E+1	6.9070000E-13	0.0000000E+0	6.9070000E-13
-1.0000000E+2	6.8730000E-13	0.0000000E+0	6.8730000E-13
-1.0500000E+2	6.8300000E-13	0.0000000E+0	6.8300000E-13
-1.1000000E+2	6.7900000E-13	0.0000000E+0	6.7900000E-13
-1.1500000E+2	6.7460000E-13	0.0000000E+0	6.7460000E-13
-1.2000000E+2	6.6800000E-13	0.0000000E+0	6.6800000E-13
-1.2500000E+2	6.6210000E-13	0.0000000E+0	6.6210000E-13
-1.3000000E+2	6.5850000E-13	0.0000000E+0	6.5850000E-13
-1.3500000E+2	6.5570000E-13	0.0000000E+0	6.5570000E-13
-1.4000000E+2	6.5370000E-13	0.0000000E+0	6.5370000E-13
-1.4500000E+2	6.5220000E-13	0.0000000E+0	6.5220000E-13
-1.5000000E+2	6.5100000E-13	0.0000000E+0	6.5100000E-13
-1.5500000E+2	6.5050000E-13	0.0000000E+0	6.5050000E-13
