CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	4.0250000E-10	0.0000000E+0	4.0250000E-10
-2.4750000E+1	1.4650000E-10	0.0000000E+0	1.4650000E-10
-4.4500000E+1	1.3070000E-10	0.0000000E+0	1.3070000E-10
-6.4250000E+1	1.1990000E-10	0.0000000E+0	1.1990000E-10
-8.4000000E+1	1.1020000E-10	0.0000000E+0	1.1020000E-10
-1.0375000E+2	1.0210000E-10	0.0000000E+0	1.0210000E-10
-1.2350000E+2	9.9300000E-11	0.0000000E+0	9.9300000E-11
-1.4325000E+2	9.8400000E-11	0.0000000E+0	9.8400000E-11
-1.6300000E+2	9.7900000E-11	0.0000000E+0	9.7900000E-11
-1.8275000E+2	9.7600000E-11	0.0000000E+0	9.7600000E-11
-2.0250000E+2	9.7200000E-11	0.0000000E+0	9.7200000E-11
-2.2225000E+2	9.6700000E-11	0.0000000E+0	9.6700000E-11
-2.4200000E+2	9.6500000E-11	0.0000000E+0	9.6500000E-11
-2.6175000E+2	9.6600000E-11	0.0000000E+0	9.6600000E-11
-2.8150000E+2	9.6200000E-11	0.0000000E+0	9.6200000E-11
-3.0125000E+2	9.6300000E-11	0.0000000E+0	9.6300000E-11
-3.2100000E+2	9.6200000E-11	0.0000000E+0	9.6200000E-11
-3.4075000E+2	9.6100000E-11	0.0000000E+0	9.6100000E-11
-3.6050000E+2	1.0530000E-10	0.0000000E+0	1.0530000E-10
-3.8025000E+2	9.5800000E-11	0.0000000E+0	9.5800000E-11
-4.0000000E+2	9.5800000E-11	0.0000000E+0	9.5800000E-11
