CV Measurement
Barcode=33305010000619	DateCV=20160311	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	2.5880000E-10	0.0000000E+0	2.5880000E-10
-1.0000000E+1	1.8633000E-10	0.0000000E+0	1.8633000E-10
-1.5000000E+1	1.4551000E-10	0.0000000E+0	1.4551000E-10
-2.0000000E+1	1.2451000E-10	0.0000000E+0	1.2451000E-10
-2.5000000E+1	1.1059000E-10	0.0000000E+0	1.1059000E-10
-3.0000000E+1	1.0021000E-10	0.0000000E+0	1.0021000E-10
-3.5000000E+1	9.1900000E-11	0.0000000E+0	9.1900000E-11
-4.0000000E+1	8.5520000E-11	0.0000000E+0	8.5520000E-11
-4.5000000E+1	8.0010000E-11	0.0000000E+0	8.0010000E-11
-5.0000000E+1	7.5620000E-11	0.0000000E+0	7.5620000E-11
-5.5000000E+1	7.1500000E-11	0.0000000E+0	7.1500000E-11
-6.0000000E+1	6.7960000E-11	0.0000000E+0	6.7960000E-11
-6.5000000E+1	6.4670000E-11	0.0000000E+0	6.4670000E-11
-7.0000000E+1	6.1830000E-11	0.0000000E+0	6.1830000E-11
-7.5000000E+1	5.9190000E-11	0.0000000E+0	5.9190000E-11
-8.0000000E+1	5.6850000E-11	0.0000000E+0	5.6850000E-11
-8.5000000E+1	5.4710000E-11	0.0000000E+0	5.4710000E-11
-9.0000000E+1	5.3030000E-11	0.0000000E+0	5.3030000E-11
-9.5000000E+1	5.1750000E-11	0.0000000E+0	5.1750000E-11
-1.0000000E+2	5.0630000E-11	0.0000000E+0	5.0630000E-11
-1.0500000E+2	4.8970000E-11	0.0000000E+0	4.8970000E-11
-1.1000000E+2	4.5810000E-11	0.0000000E+0	4.5810000E-11
-1.1500000E+2	4.2770000E-11	0.0000000E+0	4.2770000E-11
-1.2000000E+2	4.2030000E-11	0.0000000E+0	4.2030000E-11
-1.2500000E+2	4.1220000E-11	0.0000000E+0	4.1220000E-11
-1.3000000E+2	4.0550000E-11	0.0000000E+0	4.0550000E-11
-1.3500000E+2	3.9630000E-11	0.0000000E+0	3.9630000E-11
-1.4000000E+2	3.9280000E-11	0.0000000E+0	3.9280000E-11
-1.4500000E+2	3.8640000E-11	0.0000000E+0	3.8640000E-11
-1.5000000E+2	3.7860000E-11	0.0000000E+0	3.7860000E-11
-1.5500000E+2	3.7310000E-11	0.0000000E+0	3.7310000E-11
-1.6000000E+2	3.6770000E-11	0.0000000E+0	3.6770000E-11
-1.6500000E+2	3.6300000E-11	0.0000000E+0	3.6300000E-11
-1.7000000E+2	3.5850000E-11	0.0000000E+0	3.5850000E-11
-1.7500000E+2	3.5360000E-11	0.0000000E+0	3.5360000E-11
-1.8000000E+2	3.4900000E-11	0.0000000E+0	3.4900000E-11
-1.8500000E+2	3.4830000E-11	0.0000000E+0	3.4830000E-11
-1.9000000E+2	3.4450000E-11	0.0000000E+0	3.4450000E-11
-1.9500000E+2	3.3700000E-11	0.0000000E+0	3.3700000E-11
-2.0000000E+2	3.3690000E-11	0.0000000E+0	3.3690000E-11
-2.0500000E+2	3.3010000E-11	0.0000000E+0	3.3010000E-11
-2.1000000E+2	3.2580000E-11	0.0000000E+0	3.2580000E-11
-2.1500000E+2	3.2240000E-11	0.0000000E+0	3.2240000E-11
-2.2000000E+2	3.2390000E-11	0.0000000E+0	3.2390000E-11
-2.2500000E+2	3.1560000E-11	0.0000000E+0	3.1560000E-11
-2.3000000E+2	3.1700000E-11	0.0000000E+0	3.1700000E-11
-2.3500000E+2	3.1390000E-11	0.0000000E+0	3.1390000E-11
-2.4000000E+2	3.0640000E-11	0.0000000E+0	3.0640000E-11
-2.4500000E+2	3.0990000E-11	0.0000000E+0	3.0990000E-11
-2.5000000E+2	3.0180000E-11	0.0000000E+0	3.0180000E-11
