IV Measurement
Barcode=33305010000619	DateIV=20160407	TempIV=23.5	HumidityIV=40.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-3.1073300E-10	0.0000000E+0
-1.0000000E+1	2.4012600E-9	0.0000000E+0
-2.0000000E+1	2.8401400E-9	0.0000000E+0
-3.0000000E+1	3.0240200E-9	0.0000000E+0
-4.0000000E+1	2.3870000E-9	0.0000000E+0
-5.0000000E+1	3.4567500E-9	0.0000000E+0
-6.0000000E+1	4.8633100E-9	0.0000000E+0
-7.0000000E+1	1.0027120E-8	0.0000000E+0
-8.0000000E+1	3.5355500E-8	0.0000000E+0
-9.0000000E+1	3.7819100E-8	0.0000000E+0
-1.0000000E+2	3.2611500E-8	0.0000000E+0
-1.1000000E+2	1.3653840E-8	0.0000000E+0
-1.2000000E+2	6.7154800E-9	0.0000000E+0
-1.3000000E+2	5.7529400E-9	0.0000000E+0
-1.4000000E+2	5.5796900E-9	0.0000000E+0
-1.5000000E+2	5.9553100E-9	0.0000000E+0
-1.6000000E+2	6.8062800E-9	0.0000000E+0
-1.7000000E+2	8.3758100E-9	0.0000000E+0
-1.8000000E+2	1.0496700E-8	0.0000000E+0
-1.9000000E+2	1.2978140E-8	0.0000000E+0
-2.0000000E+2	1.5423980E-8	0.0000000E+0
-2.1000000E+2	1.8162290E-8	0.0000000E+0
-2.2000000E+2	2.0053900E-8	0.0000000E+0
-2.3000000E+2	2.1636600E-8	0.0000000E+0
-2.4000000E+2	2.2558700E-8	0.0000000E+0
-2.5000000E+2	2.3152700E-8	0.0000000E+0
-2.6000000E+2	2.3309900E-8	0.0000000E+0
-2.7000000E+2	2.3331800E-8	0.0000000E+0
-2.8000000E+2	2.2603700E-8	0.0000000E+0
-2.9000000E+2	2.1338300E-8	0.0000000E+0
-3.0000000E+2	2.0291460E-8	0.0000000E+0
-3.1000000E+2	1.7025230E-8	0.0000000E+0
-3.2000000E+2	1.3706460E-8	0.0000000E+0
-3.3000000E+2	1.1001380E-8	0.0000000E+0
-3.4000000E+2	9.2763600E-9	0.0000000E+0
-3.5000000E+2	8.7854600E-9	0.0000000E+0
