IV Measurement
Barcode=33305010000619	DateIV=20160407	TempIV=23.5	HumidityIV=40.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.2685480E-11	0.0000000E+0
-1.0000000E+1	6.7166400E-12	0.0000000E+0
-2.0000000E+1	8.2433900E-12	0.0000000E+0
-3.0000000E+1	9.6078100E-12	0.0000000E+0
-4.0000000E+1	1.0635310E-11	0.0000000E+0
-5.0000000E+1	1.0573140E-11	0.0000000E+0
-6.0000000E+1	1.0850910E-11	0.0000000E+0
-7.0000000E+1	1.0948170E-11	0.0000000E+0
-8.0000000E+1	1.0998750E-11	0.0000000E+0
-9.0000000E+1	1.0924580E-11	0.0000000E+0
-1.0000000E+2	1.0811250E-11	0.0000000E+0
-1.1000000E+2	1.0644700E-11	0.0000000E+0
-1.2000000E+2	1.0514510E-11	0.0000000E+0
-1.3000000E+2	1.0484840E-11	0.0000000E+0
-1.4000000E+2	1.0479120E-11	0.0000000E+0
-1.5000000E+2	1.0700230E-11	0.0000000E+0
-1.6000000E+2	1.0698460E-11	0.0000000E+0
-1.7000000E+2	1.0749240E-11	0.0000000E+0
-1.8000000E+2	1.0841510E-11	0.0000000E+0
-1.9000000E+2	1.1061820E-11	0.0000000E+0
-2.0000000E+2	1.1164040E-11	0.0000000E+0
-2.1000000E+2	1.1385490E-11	0.0000000E+0
-2.2000000E+2	1.1504760E-11	0.0000000E+0
-2.3000000E+2	1.1798620E-11	0.0000000E+0
-2.4000000E+2	1.2024270E-11	0.0000000E+0
-2.5000000E+2	1.2278030E-11	0.0000000E+0
-2.6000000E+2	1.2505010E-11	0.0000000E+0
-2.7000000E+2	1.2874350E-11	0.0000000E+0
-2.8000000E+2	1.3265550E-11	0.0000000E+0
-2.9000000E+2	1.3595900E-11	0.0000000E+0
-3.0000000E+2	1.4131170E-11	0.0000000E+0
-3.1000000E+2	1.4759770E-11	0.0000000E+0
-3.2000000E+2	1.5516100E-11	0.0000000E+0
-3.3000000E+2	1.6495020E-11	0.0000000E+0
-3.4000000E+2	1.7789460E-11	0.0000000E+0
-3.5000000E+2	1.9512170E-11	0.0000000E+0
