IV Measurement
Barcode=33305010000619	DateIV=20160407	TempIV=23.5	HumidityIV=40.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.6866740E-11	0.0000000E+0
-1.0000000E+1	1.2262790E-9	0.0000000E+0
-2.0000000E+1	6.7280800E-11	0.0000000E+0
-3.0000000E+1	1.1840610E-11	0.0000000E+0
-4.0000000E+1	1.2458470E-11	0.0000000E+0
-5.0000000E+1	1.2953740E-11	0.0000000E+0
-6.0000000E+1	1.3214040E-11	0.0000000E+0
-7.0000000E+1	1.3317400E-11	0.0000000E+0
-8.0000000E+1	1.3260340E-11	0.0000000E+0
-9.0000000E+1	1.3200900E-11	0.0000000E+0
-1.0000000E+2	1.5309140E-11	0.0000000E+0
-1.1000000E+2	4.1204400E-11	0.0000000E+0
-1.2000000E+2	6.6152000E-11	0.0000000E+0
-1.3000000E+2	8.2959100E-11	0.0000000E+0
-1.4000000E+2	8.0860300E-11	0.0000000E+0
-1.5000000E+2	7.4655900E-11	0.0000000E+0
-1.6000000E+2	6.9742500E-11	0.0000000E+0
-1.7000000E+2	6.6972500E-11	0.0000000E+0
-1.8000000E+2	6.5908400E-11	0.0000000E+0
-1.9000000E+2	6.7260900E-11	0.0000000E+0
-2.0000000E+2	7.2943100E-11	0.0000000E+0
-2.1000000E+2	2.5997600E-10	0.0000000E+0
-2.2000000E+2	5.2264100E-10	0.0000000E+0
-2.3000000E+2	9.5164000E-10	0.0000000E+0
-2.4000000E+2	1.4578510E-9	0.0000000E+0
-2.5000000E+2	1.9535560E-9	0.0000000E+0
-2.6000000E+2	2.3129100E-9	0.0000000E+0
-2.7000000E+2	2.3869300E-9	0.0000000E+0
-2.8000000E+2	1.9932760E-9	0.0000000E+0
-2.9000000E+2	1.2376700E-9	0.0000000E+0
-3.0000000E+2	6.2096100E-10	0.0000000E+0
-3.1000000E+2	3.1362900E-10	0.0000000E+0
-3.2000000E+2	8.4412700E-11	0.0000000E+0
-3.3000000E+2	5.9056300E-11	0.0000000E+0
-3.4000000E+2	4.4159000E-11	0.0000000E+0
-3.5000000E+2	3.7235800E-11	0.0000000E+0
