IV Measurement
Barcode=33305010000619	DateIV=20160407	TempIV=23.5	HumidityIV=40.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-4.7220500E-11	0.0000000E+0
-1.0000000E+1	7.2777000E-12	0.0000000E+0
-2.0000000E+1	8.8952100E-12	0.0000000E+0
-3.0000000E+1	1.0167880E-11	0.0000000E+0
-4.0000000E+1	1.1023400E-11	0.0000000E+0
-5.0000000E+1	1.1098650E-11	0.0000000E+0
-6.0000000E+1	1.0603330E-11	0.0000000E+0
-7.0000000E+1	1.0677550E-11	0.0000000E+0
-8.0000000E+1	1.0630030E-11	0.0000000E+0
-9.0000000E+1	1.0383750E-11	0.0000000E+0
-1.0000000E+2	1.0390020E-11	0.0000000E+0
-1.1000000E+2	1.0356520E-11	0.0000000E+0
-1.2000000E+2	1.0511890E-11	0.0000000E+0
-1.3000000E+2	1.0510600E-11	0.0000000E+0
-1.4000000E+2	1.0535870E-11	0.0000000E+0
-1.5000000E+2	1.0610930E-11	0.0000000E+0
-1.6000000E+2	1.0788080E-11	0.0000000E+0
-1.7000000E+2	1.0780200E-11	0.0000000E+0
-1.8000000E+2	1.0932610E-11	0.0000000E+0
-1.9000000E+2	1.1023540E-11	0.0000000E+0
-2.0000000E+2	1.1097940E-11	0.0000000E+0
-2.1000000E+2	1.1230480E-11	0.0000000E+0
-2.2000000E+2	1.1405550E-11	0.0000000E+0
-2.3000000E+2	1.1625690E-11	0.0000000E+0
-2.4000000E+2	1.1811360E-11	0.0000000E+0
-2.5000000E+2	1.2040860E-11	0.0000000E+0
-2.6000000E+2	1.2192130E-11	0.0000000E+0
-2.7000000E+2	1.2636590E-11	0.0000000E+0
-2.8000000E+2	1.2744860E-11	0.0000000E+0
-2.9000000E+2	1.3010130E-11	0.0000000E+0
-3.0000000E+2	1.3343500E-11	0.0000000E+0
-3.1000000E+2	1.3639400E-11	0.0000000E+0
-3.2000000E+2	1.3868550E-11	0.0000000E+0
-3.3000000E+2	1.4476270E-11	0.0000000E+0
-3.4000000E+2	1.5011290E-11	0.0000000E+0
-3.5000000E+2	1.5981310E-11	0.0000000E+0
