CV Measurement
Barcode=33305010000619	DateCV=20160311	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	3.0490000E-10	0.0000000E+0	3.0490000E-10
-1.0000000E+1	1.9628000E-10	0.0000000E+0	1.9628000E-10
-1.5000000E+1	1.4787000E-10	0.0000000E+0	1.4787000E-10
-2.0000000E+1	1.2393000E-10	0.0000000E+0	1.2393000E-10
-2.5000000E+1	1.0983000E-10	0.0000000E+0	1.0983000E-10
-3.0000000E+1	1.0210000E-10	0.0000000E+0	1.0210000E-10
-3.5000000E+1	9.8050000E-11	0.0000000E+0	9.8050000E-11
-4.0000000E+1	9.5430000E-11	0.0000000E+0	9.5430000E-11
-4.5000000E+1	9.3660000E-11	0.0000000E+0	9.3660000E-11
-5.0000000E+1	9.1950000E-11	0.0000000E+0	9.1950000E-11
-5.5000000E+1	9.0720000E-11	0.0000000E+0	9.0720000E-11
-6.0000000E+1	8.9330000E-11	0.0000000E+0	8.9330000E-11
-6.5000000E+1	8.8080000E-11	0.0000000E+0	8.8080000E-11
-7.0000000E+1	8.6940000E-11	0.0000000E+0	8.6940000E-11
-7.5000000E+1	8.5760000E-11	0.0000000E+0	8.5760000E-11
-8.0000000E+1	8.4510000E-11	0.0000000E+0	8.4510000E-11
-8.5000000E+1	8.3320000E-11	0.0000000E+0	8.3320000E-11
-9.0000000E+1	8.2210000E-11	0.0000000E+0	8.2210000E-11
-9.5000000E+1	8.1530000E-11	0.0000000E+0	8.1530000E-11
-1.0000000E+2	8.0890000E-11	0.0000000E+0	8.0890000E-11
-1.0500000E+2	7.9500000E-11	0.0000000E+0	7.9500000E-11
-1.1000000E+2	7.4900000E-11	0.0000000E+0	7.4900000E-11
-1.1500000E+2	7.3110000E-11	0.0000000E+0	7.3110000E-11
-1.2000000E+2	7.3080000E-11	0.0000000E+0	7.3080000E-11
-1.2500000E+2	7.2670000E-11	0.0000000E+0	7.2670000E-11
-1.3000000E+2	7.2540000E-11	0.0000000E+0	7.2540000E-11
-1.3500000E+2	7.2430000E-11	0.0000000E+0	7.2430000E-11
-1.4000000E+2	7.2290000E-11	0.0000000E+0	7.2290000E-11
-1.4500000E+2	7.2250000E-11	0.0000000E+0	7.2250000E-11
-1.5000000E+2	7.2130000E-11	0.0000000E+0	7.2130000E-11
-1.5500000E+2	7.2070000E-11	0.0000000E+0	7.2070000E-11
