CV Measurement
Barcode=33305010000619	DateCV=20160310	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	1.2300000E-12	0.0000000E+0	1.2300000E-12
-1.0000000E+1	1.6480000E-12	0.0000000E+0	1.6480000E-12
-1.5000000E+1	1.8790000E-12	0.0000000E+0	1.8790000E-12
-2.0000000E+1	2.0250000E-12	0.0000000E+0	2.0250000E-12
-2.5000000E+1	2.1250000E-12	0.0000000E+0	2.1250000E-12
-3.0000000E+1	2.2080000E-12	0.0000000E+0	2.2080000E-12
-3.5000000E+1	2.2770000E-12	0.0000000E+0	2.2770000E-12
-4.0000000E+1	2.3380000E-12	0.0000000E+0	2.3380000E-12
-4.5000000E+1	2.3910000E-12	0.0000000E+0	2.3910000E-12
-5.0000000E+1	2.4380000E-12	0.0000000E+0	2.4380000E-12
-5.5000000E+1	2.4780000E-12	0.0000000E+0	2.4780000E-12
-6.0000000E+1	2.5140000E-12	0.0000000E+0	2.5140000E-12
-6.5000000E+1	2.5450000E-12	0.0000000E+0	2.5450000E-12
-7.0000000E+1	2.5730000E-12	0.0000000E+0	2.5730000E-12
-7.5000000E+1	2.5970000E-12	0.0000000E+0	2.5970000E-12
-8.0000000E+1	2.6220000E-12	0.0000000E+0	2.6220000E-12
-8.5000000E+1	2.6430000E-12	0.0000000E+0	2.6430000E-12
-9.0000000E+1	2.6620000E-12	0.0000000E+0	2.6620000E-12
-9.5000000E+1	2.6800000E-12	0.0000000E+0	2.6800000E-12
-1.0000000E+2	2.6960000E-12	0.0000000E+0	2.6960000E-12
-1.0500000E+2	2.7100000E-12	0.0000000E+0	2.7100000E-12
-1.1000000E+2	2.7240000E-12	0.0000000E+0	2.7240000E-12
-1.1500000E+2	2.7370000E-12	0.0000000E+0	2.7370000E-12
-1.2000000E+2	2.7490000E-12	0.0000000E+0	2.7490000E-12
-1.2500000E+2	2.7590000E-12	0.0000000E+0	2.7590000E-12
-1.3000000E+2	2.7710000E-12	0.0000000E+0	2.7710000E-12
-1.3500000E+2	2.7810000E-12	0.0000000E+0	2.7810000E-12
-1.4000000E+2	2.7900000E-12	0.0000000E+0	2.7900000E-12
-1.4500000E+2	2.7990000E-12	0.0000000E+0	2.7990000E-12
-1.5000000E+2	2.8070000E-12	0.0000000E+0	2.8070000E-12
-1.5500000E+2	2.8150000E-12	0.0000000E+0	2.8150000E-12
-1.6000000E+2	2.8230000E-12	0.0000000E+0	2.8230000E-12
-1.6500000E+2	2.8300000E-12	0.0000000E+0	2.8300000E-12
-1.7000000E+2	2.8380000E-12	0.0000000E+0	2.8380000E-12
-1.7500000E+2	2.8440000E-12	0.0000000E+0	2.8440000E-12
-1.8000000E+2	2.8500000E-12	0.0000000E+0	2.8500000E-12
-1.8500000E+2	2.8570000E-12	0.0000000E+0	2.8570000E-12
-1.9000000E+2	2.8630000E-12	0.0000000E+0	2.8630000E-12
-1.9500000E+2	2.8680000E-12	0.0000000E+0	2.8680000E-12
-2.0000000E+2	2.8740000E-12	0.0000000E+0	2.8740000E-12
-2.0500000E+2	2.8780000E-12	0.0000000E+0	2.8780000E-12
-2.1000000E+2	2.8850000E-12	0.0000000E+0	2.8850000E-12
-2.1500000E+2	2.8900000E-12	0.0000000E+0	2.8900000E-12
-2.2000000E+2	2.8950000E-12	0.0000000E+0	2.8950000E-12
-2.2500000E+2	2.8990000E-12	0.0000000E+0	2.8990000E-12
-2.3000000E+2	2.9030000E-12	0.0000000E+0	2.9030000E-12
-2.3500000E+2	2.9060000E-12	0.0000000E+0	2.9060000E-12
-2.4000000E+2	2.9070000E-12	0.0000000E+0	2.9070000E-12
-2.4500000E+2	2.9090000E-12	0.0000000E+0	2.9090000E-12
-2.5000000E+2	2.9090000E-12	0.0000000E+0	2.9090000E-12
-2.5500000E+2	2.9090000E-12	0.0000000E+0	2.9090000E-12
-2.6000000E+2	2.9090000E-12	0.0000000E+0	2.9090000E-12
-2.6500000E+2	2.9090000E-12	0.0000000E+0	2.9090000E-12
-2.7000000E+2	2.9080000E-12	0.0000000E+0	2.9080000E-12
-2.7500000E+2	2.9080000E-12	0.0000000E+0	2.9080000E-12
-2.8000000E+2	2.9080000E-12	0.0000000E+0	2.9080000E-12
-2.8500000E+2	2.9070000E-12	0.0000000E+0	2.9070000E-12
-2.9000000E+2	2.9070000E-12	0.0000000E+0	2.9070000E-12
-2.9500000E+2	2.9070000E-12	0.0000000E+0	2.9070000E-12
-3.0000000E+2	2.9060000E-12	0.0000000E+0	2.9060000E-12
-3.0500000E+2	2.9060000E-12	0.0000000E+0	2.9060000E-12
-3.1000000E+2	2.9060000E-12	0.0000000E+0	2.9060000E-12
-3.1500000E+2	2.9050000E-12	0.0000000E+0	2.9050000E-12
-3.2000000E+2	2.9050000E-12	0.0000000E+0	2.9050000E-12
-3.2500000E+2	2.9050000E-12	0.0000000E+0	2.9050000E-12
-3.3000000E+2	2.9040000E-12	0.0000000E+0	2.9040000E-12
-3.3500000E+2	2.9040000E-12	0.0000000E+0	2.9040000E-12
-3.4000000E+2	2.9040000E-12	0.0000000E+0	2.9040000E-12
-3.4500000E+2	2.9030000E-12	0.0000000E+0	2.9030000E-12
-3.5000000E+2	2.9030000E-12	0.0000000E+0	2.9030000E-12
-3.5500000E+2	2.9030000E-12	0.0000000E+0	2.9030000E-12
-3.6000000E+2	2.9020000E-12	0.0000000E+0	2.9020000E-12
-3.6500000E+2	2.9020000E-12	0.0000000E+0	2.9020000E-12
-3.7000000E+2	2.9010000E-12	0.0000000E+0	2.9010000E-12
-3.7500000E+2	2.9010000E-12	0.0000000E+0	2.9010000E-12
-3.8000000E+2	2.9010000E-12	0.0000000E+0	2.9010000E-12
-3.8500000E+2	2.9000000E-12	0.0000000E+0	2.9000000E-12
-3.9000000E+2	2.8980000E-12	0.0000000E+0	2.8980000E-12
-3.9500000E+2	2.8990000E-12	0.0000000E+0	2.8990000E-12
-4.0000000E+2	2.8990000E-12	0.0000000E+0	2.8990000E-12
-4.0500000E+2	2.8990000E-12	0.0000000E+0	2.8990000E-12
