IV Measurement
Barcode=33305010000619	DateIV=20151105	TempIV=23.5	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.1746120E-9	0.0000000E+0
-1.0000000E+1	2.5821800E-9	0.0000000E+0
-2.0000000E+1	3.4884400E-9	0.0000000E+0
-3.0000000E+1	4.4322300E-9	0.0000000E+0
-4.0000000E+1	5.5228400E-9	0.0000000E+0
-5.0000000E+1	6.6882900E-9	0.0000000E+0
-6.0000000E+1	7.5527900E-9	0.0000000E+0
-7.0000000E+1	8.0531100E-9	0.0000000E+0
-8.0000000E+1	8.3701200E-9	0.0000000E+0
-9.0000000E+1	8.5351600E-9	0.0000000E+0
-1.0000000E+2	8.6412800E-9	0.0000000E+0
-1.1000000E+2	8.8064600E-9	0.0000000E+0
-1.2000000E+2	8.9106500E-9	0.0000000E+0
-1.3000000E+2	8.9729700E-9	0.0000000E+0
-1.4000000E+2	9.0242300E-9	0.0000000E+0
-1.5000000E+2	9.0710600E-9	0.0000000E+0
-1.6000000E+2	9.1170300E-9	0.0000000E+0
-1.7000000E+2	9.1593900E-9	0.0000000E+0
-1.8000000E+2	9.2007100E-9	0.0000000E+0
-1.9000000E+2	9.2424300E-9	0.0000000E+0
-2.0000000E+2	9.2867400E-9	0.0000000E+0
-2.1000000E+2	9.3372400E-9	0.0000000E+0
-2.2000000E+2	9.4001800E-9	0.0000000E+0
-2.3000000E+2	9.4706400E-9	0.0000000E+0
-2.4000000E+2	9.5467400E-9	0.0000000E+0
-2.5000000E+2	9.6302300E-9	0.0000000E+0
-2.6000000E+2	9.7121800E-9	0.0000000E+0
-2.7000000E+2	9.7859100E-9	0.0000000E+0
-2.8000000E+2	9.8482300E-9	0.0000000E+0
-2.9000000E+2	9.9009300E-9	0.0000000E+0
-3.0000000E+2	9.9473400E-9	0.0000000E+0
-3.1000000E+2	9.9906600E-9	0.0000000E+0
-3.2000000E+2	1.0031190E-8	0.0000000E+0
-3.3000000E+2	1.0068560E-8	0.0000000E+0
-3.4000000E+2	1.0102460E-8	0.0000000E+0
-3.5000000E+2	1.0134560E-8	0.0000000E+0
-3.6000000E+2	1.0166210E-8	0.0000000E+0
-3.7000000E+2	1.0196190E-8	0.0000000E+0
-3.8000000E+2	1.0226090E-8	0.0000000E+0
-3.9000000E+2	1.0254830E-8	0.0000000E+0
-4.0000000E+2	1.0281430E-8	0.0000000E+0
-4.1000000E+2	1.0307800E-8	0.0000000E+0
-4.2000000E+2	1.0333180E-8	0.0000000E+0
-4.3000000E+2	1.0358490E-8	0.0000000E+0
-4.4000000E+2	1.0383580E-8	0.0000000E+0
-4.5000000E+2	1.0408240E-8	0.0000000E+0
-4.6000000E+2	1.0429930E-8	0.0000000E+0
-4.7000000E+2	1.0454230E-8	0.0000000E+0
-4.8000000E+2	1.0476190E-8	0.0000000E+0
-4.9000000E+2	1.0496080E-8	0.0000000E+0
-5.0000000E+2	1.0516600E-8	0.0000000E+0
-5.1000000E+2	1.0535730E-8	0.0000000E+0
-5.2000000E+2	1.0553890E-8	0.0000000E+0
-5.3000000E+2	1.0570970E-8	0.0000000E+0
-5.4000000E+2	1.0588970E-8	0.0000000E+0
-5.5000000E+2	1.0608090E-8	0.0000000E+0
-5.6000000E+2	1.0625840E-8	0.0000000E+0
-5.7000000E+2	1.0641150E-8	0.0000000E+0
-5.8000000E+2	1.0660420E-8	0.0000000E+0
-5.9000000E+2	1.0678740E-8	0.0000000E+0
-6.0000000E+2	1.0697040E-8	0.0000000E+0
-6.1000000E+2	1.0717170E-8	0.0000000E+0
-6.2000000E+2	1.0734980E-8	0.0000000E+0
-6.3000000E+2	1.0753690E-8	0.0000000E+0
-6.4000000E+2	1.0773730E-8	0.0000000E+0
-6.5000000E+2	1.0794670E-8	0.0000000E+0
-6.6000000E+2	1.0813440E-8	0.0000000E+0
-6.7000000E+2	1.0835580E-8	0.0000000E+0
-6.8000000E+2	1.0855100E-8	0.0000000E+0
-6.9000000E+2	1.0877560E-8	0.0000000E+0
-7.0000000E+2	1.0899290E-8	0.0000000E+0
