IV Measurement
Barcode=33305010000619	DateIV=20151106	TempIV=23.3	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.3684200E-9	0.0000000E+0
-1.0000000E+1	2.1625600E-9	0.0000000E+0
-2.0000000E+1	2.5552400E-9	0.0000000E+0
-3.0000000E+1	2.7497900E-9	0.0000000E+0
-4.0000000E+1	2.8982800E-9	0.0000000E+0
-5.0000000E+1	3.0057200E-9	0.0000000E+0
-6.0000000E+1	3.1092700E-9	0.0000000E+0
-7.0000000E+1	3.2117700E-9	0.0000000E+0
-8.0000000E+1	3.3106100E-9	0.0000000E+0
-9.0000000E+1	3.4122700E-9	0.0000000E+0
-1.0000000E+2	3.5121800E-9	0.0000000E+0
-1.1000000E+2	3.6100300E-9	0.0000000E+0
-1.2000000E+2	3.6995000E-9	0.0000000E+0
-1.3000000E+2	3.7811000E-9	0.0000000E+0
-1.4000000E+2	3.8472600E-9	0.0000000E+0
-1.5000000E+2	3.9038400E-9	0.0000000E+0
-1.6000000E+2	3.9591000E-9	0.0000000E+0
-1.7000000E+2	4.0138300E-9	0.0000000E+0
-1.8000000E+2	4.0671500E-9	0.0000000E+0
-1.9000000E+2	4.1210100E-9	0.0000000E+0
-2.0000000E+2	4.1707200E-9	0.0000000E+0
-2.1000000E+2	4.2259100E-9	0.0000000E+0
-2.2000000E+2	4.2796300E-9	0.0000000E+0
-2.3000000E+2	4.3311900E-9	0.0000000E+0
-2.4000000E+2	4.3815000E-9	0.0000000E+0
-2.5000000E+2	4.4379200E-9	0.0000000E+0
-2.6000000E+2	4.4918000E-9	0.0000000E+0
-2.7000000E+2	4.5441100E-9	0.0000000E+0
-2.8000000E+2	4.5944100E-9	0.0000000E+0
-2.9000000E+2	4.6512000E-9	0.0000000E+0
-3.0000000E+2	4.7047400E-9	0.0000000E+0
-3.1000000E+2	4.7600500E-9	0.0000000E+0
-3.2000000E+2	4.8140100E-9	0.0000000E+0
-3.3000000E+2	4.8688700E-9	0.0000000E+0
-3.4000000E+2	4.9307100E-9	0.0000000E+0
-3.5000000E+2	4.9865600E-9	0.0000000E+0
-3.6000000E+2	5.0458100E-9	0.0000000E+0
-3.7000000E+2	5.1094100E-9	0.0000000E+0
-3.8000000E+2	5.1718800E-9	0.0000000E+0
-3.9000000E+2	5.2328500E-9	0.0000000E+0
-4.0000000E+2	5.2980400E-9	0.0000000E+0
-4.1000000E+2	5.3626000E-9	0.0000000E+0
-4.2000000E+2	5.4292200E-9	0.0000000E+0
-4.3000000E+2	5.5000400E-9	0.0000000E+0
-4.4000000E+2	5.5670100E-9	0.0000000E+0
-4.5000000E+2	5.6429000E-9	0.0000000E+0
-4.6000000E+2	5.7164000E-9	0.0000000E+0
-4.7000000E+2	5.7910400E-9	0.0000000E+0
-4.8000000E+2	5.8708300E-9	0.0000000E+0
-4.9000000E+2	5.9530200E-9	0.0000000E+0
-5.0000000E+2	6.0376700E-9	0.0000000E+0
-5.1000000E+2	6.1288200E-9	0.0000000E+0
-5.2000000E+2	6.2214600E-9	0.0000000E+0
-5.3000000E+2	6.3186900E-9	0.0000000E+0
-5.4000000E+2	6.4208000E-9	0.0000000E+0
-5.5000000E+2	6.5574300E-9	0.0000000E+0
-5.6000000E+2	6.7068700E-9	0.0000000E+0
-5.7000000E+2	6.8643500E-9	0.0000000E+0
-5.8000000E+2	7.0323000E-9	0.0000000E+0
-5.9000000E+2	7.2138100E-9	0.0000000E+0
-6.0000000E+2	7.4191900E-9	0.0000000E+0
-6.1000000E+2	7.6743100E-9	0.0000000E+0
-6.2000000E+2	8.3567600E-9	0.0000000E+0
-6.3000000E+2	1.3801630E-5	0.0000000E+0
-6.4000000E+2	4.1156300E-5	0.0000000E+0
