IV Measurement
Barcode=33305010000619	DateIV=20151106	TempIV=23.3	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.2828460E-11	0.0000000E+0
-1.0000000E+1	5.3821600E-10	0.0000000E+0
-2.0000000E+1	6.2507200E-10	0.0000000E+0
-3.0000000E+1	7.0240400E-10	0.0000000E+0
-4.0000000E+1	7.5235600E-10	0.0000000E+0
-5.0000000E+1	8.0601100E-10	0.0000000E+0
-6.0000000E+1	8.5048600E-10	0.0000000E+0
-7.0000000E+1	8.7964800E-10	0.0000000E+0
-8.0000000E+1	9.1367100E-10	0.0000000E+0
-9.0000000E+1	9.4662900E-10	0.0000000E+0
-1.0000000E+2	9.7523100E-10	0.0000000E+0
-1.1000000E+2	1.0028060E-9	0.0000000E+0
-1.2000000E+2	1.0324380E-9	0.0000000E+0
-1.3000000E+2	1.0633760E-9	0.0000000E+0
-1.4000000E+2	1.0867910E-9	0.0000000E+0
-1.5000000E+2	1.1056220E-9	0.0000000E+0
-1.6000000E+2	1.1268810E-9	0.0000000E+0
-1.7000000E+2	1.1442400E-9	0.0000000E+0
-1.8000000E+2	1.1664700E-9	0.0000000E+0
-1.9000000E+2	1.1851800E-9	0.0000000E+0
-2.0000000E+2	1.2008530E-9	0.0000000E+0
-2.1000000E+2	1.2194720E-9	0.0000000E+0
-2.2000000E+2	1.2348160E-9	0.0000000E+0
-2.3000000E+2	1.2483250E-9	0.0000000E+0
-2.4000000E+2	1.2630800E-9	0.0000000E+0
-2.5000000E+2	1.2807470E-9	0.0000000E+0
-2.6000000E+2	1.2952770E-9	0.0000000E+0
-2.7000000E+2	1.3113700E-9	0.0000000E+0
-2.8000000E+2	1.3275780E-9	0.0000000E+0
-2.9000000E+2	1.3429580E-9	0.0000000E+0
-3.0000000E+2	1.3603230E-9	0.0000000E+0
-3.1000000E+2	1.3727280E-9	0.0000000E+0
-3.2000000E+2	1.3828240E-9	0.0000000E+0
-3.3000000E+2	1.3929480E-9	0.0000000E+0
-3.4000000E+2	1.4075760E-9	0.0000000E+0
-3.5000000E+2	1.4252240E-9	0.0000000E+0
-3.6000000E+2	1.4395960E-9	0.0000000E+0
-3.7000000E+2	1.4564310E-9	0.0000000E+0
-3.8000000E+2	1.4778630E-9	0.0000000E+0
-3.9000000E+2	1.4893370E-9	0.0000000E+0
-4.0000000E+2	1.5100020E-9	0.0000000E+0
-4.1000000E+2	1.5190840E-9	0.0000000E+0
-4.2000000E+2	1.5339930E-9	0.0000000E+0
-4.3000000E+2	1.5529210E-9	0.0000000E+0
-4.4000000E+2	1.5690890E-9	0.0000000E+0
-4.5000000E+2	1.5836580E-9	0.0000000E+0
-4.6000000E+2	1.6138480E-9	0.0000000E+0
-4.7000000E+2	1.6217610E-9	0.0000000E+0
-4.8000000E+2	1.6491840E-9	0.0000000E+0
-4.9000000E+2	1.6574960E-9	0.0000000E+0
-5.0000000E+2	1.6763200E-9	0.0000000E+0
-5.1000000E+2	1.6951970E-9	0.0000000E+0
-5.2000000E+2	1.7149960E-9	0.0000000E+0
-5.3000000E+2	1.7315940E-9	0.0000000E+0
-5.4000000E+2	1.7691360E-9	0.0000000E+0
-5.5000000E+2	2.0218200E-9	0.0000000E+0
-5.6000000E+2	2.0512500E-9	0.0000000E+0
-5.7000000E+2	2.0828500E-9	0.0000000E+0
-5.8000000E+2	2.1165900E-9	0.0000000E+0
-5.9000000E+2	2.1498500E-9	0.0000000E+0
-6.0000000E+2	2.1856600E-9	0.0000000E+0
-6.1000000E+2	2.2205400E-9	0.0000000E+0
-6.2000000E+2	2.2571500E-9	0.0000000E+0
-6.3000000E+2	2.2950700E-9	0.0000000E+0
-6.4000000E+2	2.3341100E-9	0.0000000E+0
-6.5000000E+2	2.3730900E-9	0.0000000E+0
-6.6000000E+2	2.4138400E-9	0.0000000E+0
-6.7000000E+2	2.4554000E-9	0.0000000E+0
-6.8000000E+2	2.4956200E-9	0.0000000E+0
-6.9000000E+2	2.5435800E-9	0.0000000E+0
-7.0000000E+2	2.5864700E-9	0.0000000E+0
