IV Measurement
Barcode=33305010000619	DateIV=20151106	TempIV=23.1	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.1379260E-11	0.0000000E+0
-1.0000000E+1	6.6748400E-10	0.0000000E+0
-2.0000000E+1	7.3545700E-10	0.0000000E+0
-3.0000000E+1	8.0949900E-10	0.0000000E+0
-4.0000000E+1	8.4759100E-10	0.0000000E+0
-5.0000000E+1	8.9125400E-10	0.0000000E+0
-6.0000000E+1	9.2659700E-10	0.0000000E+0
-7.0000000E+1	9.6171300E-10	0.0000000E+0
-8.0000000E+1	9.7298600E-10	0.0000000E+0
-9.0000000E+1	9.8972900E-10	0.0000000E+0
-1.0000000E+2	1.0045580E-9	0.0000000E+0
-1.1000000E+2	1.0159540E-9	0.0000000E+0
-1.2000000E+2	1.0284130E-9	0.0000000E+0
-1.3000000E+2	1.0412030E-9	0.0000000E+0
-1.4000000E+2	1.0493720E-9	0.0000000E+0
-1.5000000E+2	1.0634930E-9	0.0000000E+0
-1.6000000E+2	1.0738740E-9	0.0000000E+0
-1.7000000E+2	1.0849550E-9	0.0000000E+0
-1.8000000E+2	1.0977270E-9	0.0000000E+0
-1.9000000E+2	1.1129780E-9	0.0000000E+0
-2.0000000E+2	1.1290710E-9	0.0000000E+0
-2.1000000E+2	1.1378520E-9	0.0000000E+0
-2.2000000E+2	1.1466530E-9	0.0000000E+0
-2.3000000E+2	1.1635080E-9	0.0000000E+0
-2.4000000E+2	1.1764890E-9	0.0000000E+0
-2.5000000E+2	1.1929420E-9	0.0000000E+0
-2.6000000E+2	1.2044970E-9	0.0000000E+0
-2.7000000E+2	1.2222720E-9	0.0000000E+0
-2.8000000E+2	1.2368990E-9	0.0000000E+0
-2.9000000E+2	1.2520840E-9	0.0000000E+0
-3.0000000E+2	1.2686520E-9	0.0000000E+0
-3.1000000E+2	1.2842870E-9	0.0000000E+0
-3.2000000E+2	1.2971930E-9	0.0000000E+0
-3.3000000E+2	1.3131130E-9	0.0000000E+0
