CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.2941000E-11	1.1949000E-11	1.2834000E-11	3.2080000E-11	3.7724000E-11
-2.4750000E+1	8.1710000E-12	7.1340000E-12	8.0790000E-12	1.7250000E-11	2.3384000E-11
-4.4500000E+1	7.7210000E-12	6.8400000E-12	7.6200000E-12	1.5995000E-11	2.2181000E-11
-6.4250000E+1	7.3860000E-12	6.6710000E-12	7.2700000E-12	1.5108000E-11	2.1327000E-11
-8.4000000E+1	7.0730000E-12	6.5050000E-12	6.9630000E-12	1.4279000E-11	2.0541000E-11
-1.0375000E+2	6.9290000E-12	6.4230000E-12	6.8500000E-12	1.3914000E-11	2.0202000E-11
-1.2350000E+2	6.9070000E-12	6.4020000E-12	6.8290000E-12	1.3846000E-11	2.0138000E-11
-1.4325000E+2	6.8930000E-12	6.3870000E-12	6.8150000E-12	1.3800000E-11	2.0095000E-11
-1.6300000E+2	6.8800000E-12	6.3730000E-12	6.8010000E-12	1.3760000E-11	2.0054000E-11
-1.8275000E+2	6.8690000E-12	6.3620000E-12	6.7910000E-12	1.3727000E-11	2.0022000E-11
-2.0250000E+2	6.8690000E-12	6.3520000E-12	6.7820000E-12	1.3697000E-11	2.0003000E-11
-2.2225000E+2	6.8520000E-12	6.3430000E-12	6.7730000E-12	1.3669000E-11	1.9968000E-11
-2.4200000E+2	6.8440000E-12	6.3350000E-12	6.7650000E-12	1.3644000E-11	1.9944000E-11
-2.6175000E+2	6.8370000E-12	6.3260000E-12	6.7570000E-12	1.3621000E-11	1.9920000E-11
-2.8150000E+2	6.8310000E-12	6.3190000E-12	6.7510000E-12	1.3600000E-11	1.9901000E-11
-3.0125000E+2	6.8250000E-12	6.3130000E-12	6.7440000E-12	1.3580000E-11	1.9882000E-11
-3.2100000E+2	6.8200000E-12	6.3070000E-12	6.7390000E-12	1.3561000E-11	1.9866000E-11
-3.4075000E+2	6.8410000E-12	6.3020000E-12	6.7330000E-12	1.3545000E-11	1.9876000E-11
-3.6050000E+2	6.8100000E-12	6.2950000E-12	6.7280000E-12	1.3528000E-11	1.9833000E-11
-3.8025000E+2	6.8060000E-12	6.2910000E-12	6.7230000E-12	1.3513000E-11	1.9820000E-11
-4.0000000E+2	6.8020000E-12	6.2860000E-12	6.7190000E-12	1.3498000E-11	1.9807000E-11
