CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.3230000E-11	1.2243000E-11	1.3094000E-11	3.2940000E-11	3.8567000E-11
-2.4750000E+1	8.2860000E-12	7.2230000E-12	8.1280000E-12	1.7496000E-11	2.3637000E-11
-4.4500000E+1	7.7970000E-12	6.8790000E-12	7.6020000E-12	1.6085000E-11	2.2278000E-11
-6.4250000E+1	7.4810000E-12	6.7030000E-12	7.2780000E-12	1.5221000E-11	2.1462000E-11
-8.4000000E+1	7.2500000E-12	6.5950000E-12	7.1620000E-12	1.4750000E-11	2.1007000E-11
-1.0375000E+2	7.2100000E-12	6.5860000E-12	7.1490000E-12	1.4669000E-11	2.0945000E-11
-1.2350000E+2	7.1880000E-12	6.5640000E-12	7.1270000E-12	1.4600000E-11	2.0879000E-11
-1.4325000E+2	7.1710000E-12	6.5460000E-12	7.1100000E-12	1.4545000E-11	2.0827000E-11
-1.6300000E+2	7.1550000E-12	6.5310000E-12	7.0940000E-12	1.4499000E-11	2.0780000E-11
-1.8275000E+2	7.1430000E-12	6.5170000E-12	7.0810000E-12	1.4456000E-11	2.0741000E-11
-2.0250000E+2	7.1330000E-12	6.5080000E-12	7.0730000E-12	1.4429000E-11	2.0714000E-11
-2.2225000E+2	7.1240000E-12	6.4980000E-12	7.0620000E-12	1.4404000E-11	2.0684000E-11
-2.4200000E+2	7.1130000E-12	6.4860000E-12	7.0510000E-12	1.4365000E-11	2.0650000E-11
-2.6175000E+2	7.1050000E-12	6.4780000E-12	7.0420000E-12	1.4336000E-11	2.0625000E-11
-2.8150000E+2	7.0980000E-12	6.4710000E-12	7.0350000E-12	1.4314000E-11	2.0604000E-11
-3.0125000E+2	7.0910000E-12	6.4630000E-12	7.0280000E-12	1.4294000E-11	2.0582000E-11
-3.2100000E+2	7.0850000E-12	6.4570000E-12	7.0220000E-12	1.4272000E-11	2.0564000E-11
-3.4075000E+2	7.0800000E-12	6.4510000E-12	7.0160000E-12	1.4255000E-11	2.0547000E-11
-3.6050000E+2	7.0750000E-12	6.4460000E-12	7.0100000E-12	1.4237000E-11	2.0531000E-11
-3.8025000E+2	7.0690000E-12	6.4390000E-12	7.0050000E-12	1.4219000E-11	2.0513000E-11
-4.0000000E+2	7.0650000E-12	6.4330000E-12	6.9990000E-12	1.4202000E-11	2.0497000E-11
