CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.3010000E-11	1.2064000E-11	1.2926000E-11	3.2460000E-11	3.8000000E-11
-2.4750000E+1	8.1630000E-12	7.1970000E-12	8.0960000E-12	1.7311000E-11	2.3456000E-11
-4.4500000E+1	7.6930000E-12	6.8850000E-12	7.6070000E-12	1.5991000E-11	2.2185000E-11
-6.4250000E+1	7.4130000E-12	6.7380000E-12	7.3350000E-12	1.5263000E-11	2.1486000E-11
-8.4000000E+1	7.2470000E-12	6.6430000E-12	7.1780000E-12	1.4812000E-11	2.1068000E-11
-1.0375000E+2	7.2150000E-12	6.5990000E-12	7.1540000E-12	1.4692000E-11	2.0968000E-11
-1.2350000E+2	7.1920000E-12	6.5720000E-12	7.1330000E-12	1.4623000E-11	2.0897000E-11
-1.4325000E+2	7.1760000E-12	6.5530000E-12	7.1140000E-12	1.4562000E-11	2.0843000E-11
-1.6300000E+2	7.1590000E-12	6.5360000E-12	7.0980000E-12	1.4510000E-11	2.0793000E-11
-1.8275000E+2	7.1450000E-12	6.5200000E-12	7.0830000E-12	1.4463000E-11	2.0748000E-11
-2.0250000E+2	7.1340000E-12	6.5070000E-12	7.0700000E-12	1.4426000E-11	2.0711000E-11
-2.2225000E+2	7.1250000E-12	6.4970000E-12	7.0620000E-12	1.4397000E-11	2.0684000E-11
-2.4200000E+2	7.1120000E-12	6.4850000E-12	7.0500000E-12	1.4361000E-11	2.0647000E-11
-2.6175000E+2	7.1040000E-12	6.4780000E-12	7.0430000E-12	1.4335000E-11	2.0625000E-11
-2.8150000E+2	7.0970000E-12	6.4690000E-12	7.0350000E-12	1.4311000E-11	2.0601000E-11
-3.0125000E+2	7.0900000E-12	6.4620000E-12	7.0280000E-12	1.4290000E-11	2.0580000E-11
-3.2100000E+2	7.1080000E-12	6.4560000E-12	7.0210000E-12	1.4268000E-11	2.0585000E-11
-3.4075000E+2	7.0780000E-12	6.4490000E-12	7.0150000E-12	1.4250000E-11	2.0542000E-11
-3.6050000E+2	7.0730000E-12	6.4430000E-12	7.0090000E-12	1.4230000E-11	2.0525000E-11
-3.8025000E+2	7.0680000E-12	6.4380000E-12	7.0050000E-12	1.4216000E-11	2.0511000E-11
-4.0000000E+2	7.0630000E-12	6.4320000E-12	6.9990000E-12	1.4199000E-11	2.0494000E-11
