CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	2.2900000E-12	2.2900000E-12	2.2910000E-12	2.2920000E-12	6.8710000E-12
-2.4750000E+1	2.3610000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0830000E-12
-4.4500000E+1	2.3610000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0830000E-12
-6.4250000E+1	2.3620000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0840000E-12
-8.4000000E+1	2.3610000E-12	2.3610000E-12	2.3620000E-12	2.3620000E-12	7.0840000E-12
-1.0375000E+2	2.3630000E-12	2.3620000E-12	2.3610000E-12	2.3630000E-12	7.0860000E-12
-1.2350000E+2	2.3620000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0840000E-12
-1.4325000E+2	2.3620000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0840000E-12
-1.6300000E+2	2.3630000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0850000E-12
-1.8275000E+2	2.3620000E-12	2.3620000E-12	2.3610000E-12	2.3620000E-12	7.0850000E-12
-2.0250000E+2	2.3620000E-12	2.3620000E-12	2.3610000E-12	2.3620000E-12	7.0850000E-12
-2.2225000E+2	2.3620000E-12	2.3610000E-12	2.3610000E-12	2.3610000E-12	7.0840000E-12
-2.4200000E+2	2.3620000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0840000E-12
-2.6175000E+2	2.3630000E-12	2.3610000E-12	2.3620000E-12	2.3630000E-12	7.0860000E-12
-2.8150000E+2	2.3690000E-12	2.3620000E-12	2.3620000E-12	2.3620000E-12	7.0930000E-12
-3.0125000E+2	2.3630000E-12	2.3610000E-12	2.3620000E-12	2.3630000E-12	7.0860000E-12
-3.2100000E+2	2.3630000E-12	2.3620000E-12	2.3620000E-12	2.3620000E-12	7.0870000E-12
-3.4075000E+2	2.3640000E-12	2.3620000E-12	2.3610000E-12	2.3620000E-12	7.0870000E-12
-3.6050000E+2	2.3640000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0860000E-12
-3.8025000E+2	2.3640000E-12	2.3610000E-12	2.3620000E-12	2.3620000E-12	7.0870000E-12
-4.0000000E+2	2.3650000E-12	2.3610000E-12	2.3610000E-12	2.3620000E-12	7.0870000E-12
