IV Measurement
Barcode=33305010000619	DateIV=20151105	TempIV=23.5	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.0663470E-8	0.0000000E+0
-1.0000000E+1	5.8108900E-8	0.0000000E+0
-2.0000000E+1	6.7900800E-8	0.0000000E+0
-3.0000000E+1	7.3659700E-8	0.0000000E+0
-4.0000000E+1	7.7727100E-8	0.0000000E+0
-5.0000000E+1	8.1377700E-8	0.0000000E+0
-6.0000000E+1	8.5039000E-8	0.0000000E+0
-7.0000000E+1	8.8666600E-8	0.0000000E+0
-8.0000000E+1	9.2379300E-8	0.0000000E+0
-9.0000000E+1	9.6005400E-8	0.0000000E+0
-1.0000000E+2	9.9224300E-8	0.0000000E+0
-1.1000000E+2	1.0183060E-7	0.0000000E+0
-1.2000000E+2	1.0404920E-7	0.0000000E+0
-1.3000000E+2	1.0585750E-7	0.0000000E+0
-1.4000000E+2	1.0753070E-7	0.0000000E+0
-1.5000000E+2	1.0905130E-7	0.0000000E+0
-1.6000000E+2	1.1026170E-7	0.0000000E+0
-1.7000000E+2	1.1184100E-7	0.0000000E+0
-1.8000000E+2	1.1304220E-7	0.0000000E+0
-1.9000000E+2	1.1423580E-7	0.0000000E+0
-2.0000000E+2	1.1575790E-7	0.0000000E+0
-2.1000000E+2	1.1698310E-7	0.0000000E+0
-2.2000000E+2	1.1812380E-7	0.0000000E+0
-2.3000000E+2	1.1927440E-7	0.0000000E+0
-2.4000000E+2	1.2073450E-7	0.0000000E+0
-2.5000000E+2	1.2197660E-7	0.0000000E+0
-2.6000000E+2	1.2327650E-7	0.0000000E+0
-2.7000000E+2	1.2434010E-7	0.0000000E+0
-2.8000000E+2	1.2592350E-7	0.0000000E+0
-2.9000000E+2	1.2694990E-7	0.0000000E+0
-3.0000000E+2	1.2845780E-7	0.0000000E+0
-3.1000000E+2	1.2964980E-7	0.0000000E+0
-3.2000000E+2	1.3112870E-7	0.0000000E+0
-3.3000000E+2	1.3226850E-7	0.0000000E+0
-3.4000000E+2	1.3363470E-7	0.0000000E+0
-3.5000000E+2	1.3533870E-7	0.0000000E+0
-3.6000000E+2	1.3660010E-7	0.0000000E+0
-3.7000000E+2	1.3813860E-7	0.0000000E+0
-3.8000000E+2	1.3961250E-7	0.0000000E+0
-3.9000000E+2	1.4095160E-7	0.0000000E+0
-4.0000000E+2	1.4267220E-7	0.0000000E+0
-4.1000000E+2	1.4435790E-7	0.0000000E+0
-4.2000000E+2	1.4581550E-7	0.0000000E+0
-4.3000000E+2	1.4744590E-7	0.0000000E+0
-4.4000000E+2	1.4932580E-7	0.0000000E+0
-4.5000000E+2	1.5130540E-7	0.0000000E+0
-4.6000000E+2	1.5315400E-7	0.0000000E+0
-4.7000000E+2	1.5499670E-7	0.0000000E+0
-4.8000000E+2	1.5692400E-7	0.0000000E+0
-4.9000000E+2	1.5908360E-7	0.0000000E+0
-5.0000000E+2	1.6136520E-7	0.0000000E+0
-5.1000000E+2	1.6365210E-7	0.0000000E+0
-5.2000000E+2	1.6587420E-7	0.0000000E+0
-5.3000000E+2	1.6858270E-7	0.0000000E+0
-5.4000000E+2	1.7128280E-7	0.0000000E+0
-5.5000000E+2	1.7449660E-7	0.0000000E+0
-5.6000000E+2	1.7746060E-7	0.0000000E+0
-5.7000000E+2	1.3363600E-6	0.0000000E+0
-5.8000000E+2	1.5521500E-5	0.0000000E+0
