IV Measurement
Barcode=33305010000619	DateIV=20151105	TempIV=23.5	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-1.5578390E-8	0.0000000E+0
-1.0000000E+1	6.0790400E-8	0.0000000E+0
-2.0000000E+1	7.1452400E-8	0.0000000E+0
-3.0000000E+1	7.7701700E-8	0.0000000E+0
-4.0000000E+1	8.2677600E-8	0.0000000E+0
-5.0000000E+1	8.6742400E-8	0.0000000E+0
-6.0000000E+1	9.0099300E-8	0.0000000E+0
-7.0000000E+1	9.3544400E-8	0.0000000E+0
-8.0000000E+1	9.6867700E-8	0.0000000E+0
-9.0000000E+1	1.0030360E-7	0.0000000E+0
-1.0000000E+2	1.0302930E-7	0.0000000E+0
-1.1000000E+2	1.0581170E-7	0.0000000E+0
-1.2000000E+2	1.0794350E-7	0.0000000E+0
-1.3000000E+2	1.0981360E-7	0.0000000E+0
-1.4000000E+2	1.1172900E-7	0.0000000E+0
-1.5000000E+2	1.1330910E-7	0.0000000E+0
-1.6000000E+2	1.1467350E-7	0.0000000E+0
-1.7000000E+2	1.1613750E-7	0.0000000E+0
-1.8000000E+2	1.1760200E-7	0.0000000E+0
-1.9000000E+2	1.1910500E-7	0.0000000E+0
-2.0000000E+2	1.2059730E-7	0.0000000E+0
-2.1000000E+2	1.2189840E-7	0.0000000E+0
-2.2000000E+2	1.2320230E-7	0.0000000E+0
-2.3000000E+2	1.2478090E-7	0.0000000E+0
-2.4000000E+2	1.2623940E-7	0.0000000E+0
-2.5000000E+2	1.2742090E-7	0.0000000E+0
-2.6000000E+2	1.2879120E-7	0.0000000E+0
-2.7000000E+2	1.3009890E-7	0.0000000E+0
-2.8000000E+2	1.3155950E-7	0.0000000E+0
-2.9000000E+2	1.3289710E-7	0.0000000E+0
-3.0000000E+2	1.3445190E-7	0.0000000E+0
-3.1000000E+2	1.3602870E-7	0.0000000E+0
-3.2000000E+2	1.3717270E-7	0.0000000E+0
-3.3000000E+2	1.3866050E-7	0.0000000E+0
-3.4000000E+2	1.4028940E-7	0.0000000E+0
-3.5000000E+2	1.4164910E-7	0.0000000E+0
-3.6000000E+2	1.4328780E-7	0.0000000E+0
-3.7000000E+2	1.4486530E-7	0.0000000E+0
-3.8000000E+2	1.4651100E-7	0.0000000E+0
-3.9000000E+2	1.4805030E-7	0.0000000E+0
-4.0000000E+2	1.4974240E-7	0.0000000E+0
-4.1000000E+2	1.5167850E-7	0.0000000E+0
-4.2000000E+2	1.5329350E-7	0.0000000E+0
-4.3000000E+2	1.5513620E-7	0.0000000E+0
-4.4000000E+2	1.5708800E-7	0.0000000E+0
-4.5000000E+2	1.5888460E-7	0.0000000E+0
-4.6000000E+2	1.6091460E-7	0.0000000E+0
-4.7000000E+2	1.6293280E-7	0.0000000E+0
-4.8000000E+2	1.6493510E-7	0.0000000E+0
-4.9000000E+2	1.6720390E-7	0.0000000E+0
-5.0000000E+2	1.6952030E-7	0.0000000E+0
-5.1000000E+2	1.7220680E-7	0.0000000E+0
-5.2000000E+2	2.5666500E-7	0.0000000E+0
-5.3000000E+2	4.8924700E-6	0.0000000E+0
-5.4000000E+2	1.6124070E-5	0.0000000E+0
-5.5000000E+2	2.5584700E-5	0.0000000E+0
-5.6000000E+2	3.6181800E-5	0.0000000E+0
