IV Measurement
Barcode=33305010000619	DateIV=20151105	TempIV=23.5	HumidityIV=50.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-6.8364900E-9	0.0000000E+0
-1.0000000E+1	2.9885100E-8	0.0000000E+0
-2.0000000E+1	3.5346500E-8	0.0000000E+0
-3.0000000E+1	3.9861300E-8	0.0000000E+0
-4.0000000E+1	4.2486700E-8	0.0000000E+0
-5.0000000E+1	4.4147400E-8	0.0000000E+0
-6.0000000E+1	4.5825200E-8	0.0000000E+0
-7.0000000E+1	4.7433200E-8	0.0000000E+0
-8.0000000E+1	4.8906700E-8	0.0000000E+0
-9.0000000E+1	5.0035500E-8	0.0000000E+0
-1.0000000E+2	5.1284700E-8	0.0000000E+0
-1.1000000E+2	5.2343200E-8	0.0000000E+0
-1.2000000E+2	5.3497700E-8	0.0000000E+0
-1.3000000E+2	5.4275200E-8	0.0000000E+0
-1.4000000E+2	5.5328700E-8	0.0000000E+0
-1.5000000E+2	5.6276800E-8	0.0000000E+0
-1.6000000E+2	5.7189900E-8	0.0000000E+0
-1.7000000E+2	5.7796400E-8	0.0000000E+0
-1.8000000E+2	5.8894200E-8	0.0000000E+0
-1.9000000E+2	5.9556100E-8	0.0000000E+0
-2.0000000E+2	6.0605500E-8	0.0000000E+0
-2.1000000E+2	6.1221300E-8	0.0000000E+0
-2.2000000E+2	6.2307600E-8	0.0000000E+0
-2.3000000E+2	6.2937100E-8	0.0000000E+0
-2.4000000E+2	6.3774700E-8	0.0000000E+0
-2.5000000E+2	6.4575700E-8	0.0000000E+0
-2.6000000E+2	6.5514100E-8	0.0000000E+0
-2.7000000E+2	6.6580100E-8	0.0000000E+0
-2.8000000E+2	6.7433100E-8	0.0000000E+0
-2.9000000E+2	6.8320200E-8	0.0000000E+0
-3.0000000E+2	6.9068400E-8	0.0000000E+0
-3.1000000E+2	7.0190400E-8	0.0000000E+0
-3.2000000E+2	7.1081900E-8	0.0000000E+0
-3.3000000E+2	7.2052200E-8	0.0000000E+0
-3.4000000E+2	7.3125700E-8	0.0000000E+0
-3.5000000E+2	7.3946000E-8	0.0000000E+0
-3.6000000E+2	7.5092100E-8	0.0000000E+0
-3.7000000E+2	7.6072400E-8	0.0000000E+0
-3.8000000E+2	7.7112700E-8	0.0000000E+0
-3.9000000E+2	7.8198800E-8	0.0000000E+0
-4.0000000E+2	7.9125800E-8	0.0000000E+0
-4.1000000E+2	8.0522900E-8	0.0000000E+0
-4.2000000E+2	8.1573800E-8	0.0000000E+0
-4.3000000E+2	8.2657500E-8	0.0000000E+0
-4.4000000E+2	8.4066800E-8	0.0000000E+0
-4.5000000E+2	8.5327500E-8	0.0000000E+0
-4.6000000E+2	8.6575400E-8	0.0000000E+0
-4.7000000E+2	8.8030100E-8	0.0000000E+0
-4.8000000E+2	8.9328100E-8	0.0000000E+0
-4.9000000E+2	9.0784000E-8	0.0000000E+0
-5.0000000E+2	9.2128500E-8	0.0000000E+0
-5.1000000E+2	9.3846400E-8	0.0000000E+0
-5.2000000E+2	9.5237100E-8	0.0000000E+0
-5.3000000E+2	9.6795700E-8	0.0000000E+0
-5.4000000E+2	9.8506700E-8	0.0000000E+0
-5.5000000E+2	1.0007000E-7	0.0000000E+0
-5.6000000E+2	1.0156360E-7	0.0000000E+0
-5.7000000E+2	1.0344110E-7	0.0000000E+0
-5.8000000E+2	1.0524950E-7	0.0000000E+0
-5.9000000E+2	1.0703090E-7	0.0000000E+0
-6.0000000E+2	1.0897910E-7	0.0000000E+0
-6.1000000E+2	1.1083160E-7	0.0000000E+0
-6.2000000E+2	1.1294780E-7	0.0000000E+0
-6.3000000E+2	1.1496580E-7	0.0000000E+0
-6.4000000E+2	1.1711130E-7	0.0000000E+0
-6.5000000E+2	1.1911090E-7	0.0000000E+0
-6.6000000E+2	1.2116300E-7	0.0000000E+0
-6.7000000E+2	1.2342430E-7	0.0000000E+0
-6.8000000E+2	1.2600420E-7	0.0000000E+0
-6.9000000E+2	1.2844650E-7	0.0000000E+0
-7.0000000E+2	1.3088400E-7	0.0000000E+0
