CV Measurement
Barcode=33305010000619	DateCV=20151103	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.5010000E-11	1.4981000E-11	1.6010000E-11	3.9790000E-11	4.6001000E-11
-2.4750000E+1	1.1076000E-11	1.0982000E-11	1.0849000E-11	2.6130000E-11	3.2907000E-11
-4.4500000E+1	9.9460000E-12	9.7270000E-12	9.7910000E-12	2.2570000E-11	2.9464000E-11
-6.4250000E+1	9.2650000E-12	8.9420000E-12	9.1560000E-12	2.0400000E-11	2.7363000E-11
-8.4000000E+1	8.7910000E-12	8.3880000E-12	8.7010000E-12	1.8862000E-11	2.5880000E-11
-1.0375000E+2	8.4630000E-12	8.0050000E-12	8.3820000E-12	1.7793000E-11	2.4850000E-11
-1.2350000E+2	8.2040000E-12	7.7050000E-12	8.1280000E-12	1.6958000E-11	2.4037000E-11
-1.4325000E+2	7.9960000E-12	7.4690000E-12	7.9250000E-12	1.6295000E-11	2.3390000E-11
-1.6300000E+2	7.8240000E-12	7.2740000E-12	7.7570000E-12	1.5748000E-11	2.2855000E-11
-1.8275000E+2	7.6830000E-12	7.1150000E-12	7.6160000E-12	1.5293000E-11	2.2414000E-11
-2.0250000E+2	7.5610000E-12	6.9790000E-12	7.4950000E-12	1.4902000E-11	2.2035000E-11
-2.2225000E+2	7.4530000E-12	6.8600000E-12	7.3860000E-12	1.4560000E-11	2.1699000E-11
-2.4200000E+2	7.3540000E-12	6.7540000E-12	7.2890000E-12	1.4251000E-11	2.1397000E-11
-2.6175000E+2	7.2640000E-12	6.6520000E-12	7.1980000E-12	1.3963000E-11	2.1114000E-11
-2.8150000E+2	7.2130000E-12	6.5820000E-12	7.1310000E-12	1.3745000E-11	2.0926000E-11
-3.0125000E+2	7.1690000E-12	6.5570000E-12	7.1080000E-12	1.3670000E-11	2.0834000E-11
-3.2100000E+2	7.1640000E-12	6.5500000E-12	7.1030000E-12	1.3654000E-11	2.0817000E-11
-3.4075000E+2	7.1620000E-12	6.5470000E-12	7.1010000E-12	1.3644000E-11	2.0810000E-11
-3.6050000E+2	7.1600000E-12	6.5460000E-12	7.0990000E-12	1.3640000E-11	2.0805000E-11
-3.8025000E+2	7.1970000E-12	6.5450000E-12	7.0970000E-12	1.3635000E-11	2.0839000E-11
-4.0000000E+2	7.1580000E-12	6.5420000E-12	7.0970000E-12	1.3629000E-11	2.0797000E-11
