CV Measurement
Barcode=33305010000619	DateCV=20160309	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	8.0480000E-13	0.0000000E+0	8.0480000E-13
-1.0000000E+1	9.5350000E-13	0.0000000E+0	9.5350000E-13
-1.5000000E+1	1.1828000E-12	0.0000000E+0	1.1828000E-12
-2.0000000E+1	1.3670000E-12	0.0000000E+0	1.3670000E-12
-2.5000000E+1	1.4960000E-12	0.0000000E+0	1.4960000E-12
-3.0000000E+1	1.5490000E-12	0.0000000E+0	1.5490000E-12
-3.5000000E+1	1.5630000E-12	0.0000000E+0	1.5630000E-12
-4.0000000E+1	1.5640000E-12	0.0000000E+0	1.5640000E-12
-4.5000000E+1	1.5600000E-12	0.0000000E+0	1.5600000E-12
-5.0000000E+1	1.5540000E-12	0.0000000E+0	1.5540000E-12
-5.5000000E+1	1.5470000E-12	0.0000000E+0	1.5470000E-12
-6.0000000E+1	1.5410000E-12	0.0000000E+0	1.5410000E-12
-6.5000000E+1	1.5350000E-12	0.0000000E+0	1.5350000E-12
-7.0000000E+1	1.5290000E-12	0.0000000E+0	1.5290000E-12
-7.5000000E+1	1.5260000E-12	0.0000000E+0	1.5260000E-12
-8.0000000E+1	1.5250000E-12	0.0000000E+0	1.5250000E-12
-8.5000000E+1	1.5270000E-12	0.0000000E+0	1.5270000E-12
-9.0000000E+1	1.5290000E-12	0.0000000E+0	1.5290000E-12
-9.5000000E+1	1.5310000E-12	0.0000000E+0	1.5310000E-12
-1.0000000E+2	1.5310000E-12	0.0000000E+0	1.5310000E-12
-1.0500000E+2	1.5320000E-12	0.0000000E+0	1.5320000E-12
-1.1000000E+2	1.5330000E-12	0.0000000E+0	1.5330000E-12
-1.1500000E+2	1.5330000E-12	0.0000000E+0	1.5330000E-12
-1.2000000E+2	1.5340000E-12	0.0000000E+0	1.5340000E-12
-1.2500000E+2	1.5350000E-12	0.0000000E+0	1.5350000E-12
-1.3000000E+2	1.5350000E-12	0.0000000E+0	1.5350000E-12
-1.3500000E+2	1.5360000E-12	0.0000000E+0	1.5360000E-12
-1.4000000E+2	1.5370000E-12	0.0000000E+0	1.5370000E-12
-1.4500000E+2	1.5380000E-12	0.0000000E+0	1.5380000E-12
-1.5000000E+2	1.5400000E-12	0.0000000E+0	1.5400000E-12
-1.5500000E+2	1.5410000E-12	0.0000000E+0	1.5410000E-12
-1.6000000E+2	1.5410000E-12	0.0000000E+0	1.5410000E-12
-1.6500000E+2	1.5420000E-12	0.0000000E+0	1.5420000E-12
-1.7000000E+2	1.5430000E-12	0.0000000E+0	1.5430000E-12
-1.7500000E+2	1.5430000E-12	0.0000000E+0	1.5430000E-12
-1.8000000E+2	1.5430000E-12	0.0000000E+0	1.5430000E-12
-1.8500000E+2	1.5440000E-12	0.0000000E+0	1.5440000E-12
-1.9000000E+2	1.5440000E-12	0.0000000E+0	1.5440000E-12
-1.9500000E+2	1.5440000E-12	0.0000000E+0	1.5440000E-12
-2.0000000E+2	1.5450000E-12	0.0000000E+0	1.5450000E-12
-2.0500000E+2	1.5450000E-12	0.0000000E+0	1.5450000E-12
-2.1000000E+2	1.5460000E-12	0.0000000E+0	1.5460000E-12
-2.1500000E+2	1.5460000E-12	0.0000000E+0	1.5460000E-12
-2.2000000E+2	1.5460000E-12	0.0000000E+0	1.5460000E-12
-2.2500000E+2	1.5460000E-12	0.0000000E+0	1.5460000E-12
-2.3000000E+2	1.5470000E-12	0.0000000E+0	1.5470000E-12
-2.3500000E+2	1.5470000E-12	0.0000000E+0	1.5470000E-12
-2.4000000E+2	1.5480000E-12	0.0000000E+0	1.5480000E-12
-2.4500000E+2	1.5480000E-12	0.0000000E+0	1.5480000E-12
-2.5000000E+2	1.5480000E-12	0.0000000E+0	1.5480000E-12
-2.5500000E+2	1.5490000E-12	0.0000000E+0	1.5490000E-12
-2.6000000E+2	1.5490000E-12	0.0000000E+0	1.5490000E-12
-2.6500000E+2	1.5500000E-12	0.0000000E+0	1.5500000E-12
-2.7000000E+2	1.5500000E-12	0.0000000E+0	1.5500000E-12
-2.7500000E+2	1.5510000E-12	0.0000000E+0	1.5510000E-12
-2.8000000E+2	1.5510000E-12	0.0000000E+0	1.5510000E-12
-2.8500000E+2	1.5510000E-12	0.0000000E+0	1.5510000E-12
-2.9000000E+2	1.5520000E-12	0.0000000E+0	1.5520000E-12
-2.9500000E+2	1.5520000E-12	0.0000000E+0	1.5520000E-12
-3.0000000E+2	1.5520000E-12	0.0000000E+0	1.5520000E-12
-3.0500000E+2	1.5530000E-12	0.0000000E+0	1.5530000E-12
-3.1000000E+2	1.5530000E-12	0.0000000E+0	1.5530000E-12
-3.1500000E+2	1.5530000E-12	0.0000000E+0	1.5530000E-12
-3.2000000E+2	1.5540000E-12	0.0000000E+0	1.5540000E-12
-3.2500000E+2	1.5540000E-12	0.0000000E+0	1.5540000E-12
-3.3000000E+2	1.5540000E-12	0.0000000E+0	1.5540000E-12
-3.3500000E+2	1.5550000E-12	0.0000000E+0	1.5550000E-12
-3.4000000E+2	1.5550000E-12	0.0000000E+0	1.5550000E-12
-3.4500000E+2	1.5550000E-12	0.0000000E+0	1.5550000E-12
-3.5000000E+2	1.5550000E-12	0.0000000E+0	1.5550000E-12
-3.5500000E+2	1.5560000E-12	0.0000000E+0	1.5560000E-12
-3.6000000E+2	1.5560000E-12	0.0000000E+0	1.5560000E-12
-3.6500000E+2	1.5560000E-12	0.0000000E+0	1.5560000E-12
-3.7000000E+2	1.5570000E-12	0.0000000E+0	1.5570000E-12
-3.7500000E+2	1.5570000E-12	0.0000000E+0	1.5570000E-12
-3.8000000E+2	1.5580000E-12	0.0000000E+0	1.5580000E-12
-3.8500000E+2	1.5580000E-12	0.0000000E+0	1.5580000E-12
-3.9000000E+2	1.5590000E-12	0.0000000E+0	1.5590000E-12
-3.9500000E+2	1.5590000E-12	0.0000000E+0	1.5590000E-12
-4.0000000E+2	1.5600000E-12	0.0000000E+0	1.5600000E-12
-4.0500000E+2	1.5590000E-12	0.0000000E+0	1.5590000E-12
