CV Measurement
Barcode=33305010000619	DateCV=20160311	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Backplane 	StripAll
-5.0000000E+0	2.7600000E-10	0.0000000E+0	2.7600000E-10
-1.0000000E+1	2.0170000E-10	0.0000000E+0	2.0170000E-10
-1.5000000E+1	1.4753000E-10	0.0000000E+0	1.4753000E-10
-2.0000000E+1	1.1708000E-10	0.0000000E+0	1.1708000E-10
-2.5000000E+1	1.0349000E-10	0.0000000E+0	1.0349000E-10
-3.0000000E+1	9.5950000E-11	0.0000000E+0	9.5950000E-11
-3.5000000E+1	9.1880000E-11	0.0000000E+0	9.1880000E-11
-4.0000000E+1	8.8940000E-11	0.0000000E+0	8.8940000E-11
-4.5000000E+1	8.6780000E-11	0.0000000E+0	8.6780000E-11
-5.0000000E+1	8.4940000E-11	0.0000000E+0	8.4940000E-11
-5.5000000E+1	8.3450000E-11	0.0000000E+0	8.3450000E-11
-6.0000000E+1	8.1840000E-11	0.0000000E+0	8.1840000E-11
-6.5000000E+1	8.0650000E-11	0.0000000E+0	8.0650000E-11
-7.0000000E+1	7.9170000E-11	0.0000000E+0	7.9170000E-11
-7.5000000E+1	7.7930000E-11	0.0000000E+0	7.7930000E-11
-8.0000000E+1	7.6660000E-11	0.0000000E+0	7.6660000E-11
-8.5000000E+1	7.5480000E-11	0.0000000E+0	7.5480000E-11
-9.0000000E+1	7.4890000E-11	0.0000000E+0	7.4890000E-11
-9.5000000E+1	7.4430000E-11	0.0000000E+0	7.4430000E-11
-1.0000000E+2	7.1360000E-11	0.0000000E+0	7.1360000E-11
-1.0500000E+2	6.6980000E-11	0.0000000E+0	6.6980000E-11
-1.1000000E+2	6.6600000E-11	0.0000000E+0	6.6600000E-11
-1.1500000E+2	6.6360000E-11	0.0000000E+0	6.6360000E-11
-1.2000000E+2	6.6290000E-11	0.0000000E+0	6.6290000E-11
-1.2500000E+2	6.6140000E-11	0.0000000E+0	6.6140000E-11
-1.3000000E+2	6.5700000E-11	0.0000000E+0	6.5700000E-11
-1.3500000E+2	6.5600000E-11	0.0000000E+0	6.5600000E-11
-1.4000000E+2	6.5480000E-11	0.0000000E+0	6.5480000E-11
-1.4500000E+2	6.5350000E-11	0.0000000E+0	6.5350000E-11
-1.5000000E+2	6.5260000E-11	0.0000000E+0	6.5260000E-11
-1.5500000E+2	6.5630000E-11	0.0000000E+0	6.5630000E-11
-1.6000000E+2	6.5090000E-11	0.0000000E+0	6.5090000E-11
-1.6500000E+2	6.5470000E-11	0.0000000E+0	6.5470000E-11
-1.7000000E+2	6.4930000E-11	0.0000000E+0	6.4930000E-11
-1.7500000E+2	6.4810000E-11	0.0000000E+0	6.4810000E-11
-1.8000000E+2	6.4780000E-11	0.0000000E+0	6.4780000E-11
-1.8500000E+2	6.5300000E-11	0.0000000E+0	6.5300000E-11
-1.9000000E+2	6.5250000E-11	0.0000000E+0	6.5250000E-11
-1.9500000E+2	6.4580000E-11	0.0000000E+0	6.4580000E-11
-2.0000000E+2	6.4490000E-11	0.0000000E+0	6.4490000E-11
-2.0500000E+2	6.4420000E-11	0.0000000E+0	6.4420000E-11
-2.1000000E+2	6.4380000E-11	0.0000000E+0	6.4380000E-11
-2.1500000E+2	6.4300000E-11	0.0000000E+0	6.4300000E-11
-2.2000000E+2	6.4270000E-11	0.0000000E+0	6.4270000E-11
-2.2500000E+2	6.4170000E-11	0.0000000E+0	6.4170000E-11
-2.3000000E+2	6.5050000E-11	0.0000000E+0	6.5050000E-11
-2.3500000E+2	6.5060000E-11	0.0000000E+0	6.5060000E-11
-2.4000000E+2	6.4000000E-11	0.0000000E+0	6.4000000E-11
-2.4500000E+2	6.5100000E-11	0.0000000E+0	6.5100000E-11
-2.5000000E+2	6.3950000E-11	0.0000000E+0	6.3950000E-11
-2.5500000E+2	6.3880000E-11	0.0000000E+0	6.3880000E-11
-2.6000000E+2	6.5250000E-11	0.0000000E+0	6.5250000E-11
-2.6500000E+2	6.3810000E-11	0.0000000E+0	6.3810000E-11
-2.7000000E+2	6.5270000E-11	0.0000000E+0	6.5270000E-11
-2.7500000E+2	6.3750000E-11	0.0000000E+0	6.3750000E-11
-2.8000000E+2	6.3710000E-11	0.0000000E+0	6.3710000E-11
-2.8500000E+2	6.3670000E-11	0.0000000E+0	6.3670000E-11
-2.9000000E+2	6.3600000E-11	0.0000000E+0	6.3600000E-11
-2.9500000E+2	6.3540000E-11	0.0000000E+0	6.3540000E-11
-3.0000000E+2	6.3550000E-11	0.0000000E+0	6.3550000E-11
-3.0500000E+2	6.3460000E-11	0.0000000E+0	6.3460000E-11
-3.1000000E+2	6.3480000E-11	0.0000000E+0	6.3480000E-11
-3.1500000E+2	6.3400000E-11	0.0000000E+0	6.3400000E-11
-3.2000000E+2	6.3440000E-11	0.0000000E+0	6.3440000E-11
-3.2500000E+2	6.3440000E-11	0.0000000E+0	6.3440000E-11
-3.3000000E+2	6.3370000E-11	0.0000000E+0	6.3370000E-11
-3.3500000E+2	6.6330000E-11	0.0000000E+0	6.6330000E-11
-3.4000000E+2	6.3250000E-11	0.0000000E+0	6.3250000E-11
-3.4500000E+2	6.3280000E-11	0.0000000E+0	6.3280000E-11
-3.5000000E+2	6.3240000E-11	0.0000000E+0	6.3240000E-11
-3.5500000E+2	6.3180000E-11	0.0000000E+0	6.3180000E-11
-3.6000000E+2	6.7240000E-11	0.0000000E+0	6.7240000E-11
-3.6500000E+2	6.7310000E-11	0.0000000E+0	6.7310000E-11
-3.7000000E+2	6.3110000E-11	0.0000000E+0	6.3110000E-11
-3.7500000E+2	6.3100000E-11	0.0000000E+0	6.3100000E-11
-3.8000000E+2	6.3090000E-11	0.0000000E+0	6.3090000E-11
-3.8500000E+2	6.8310000E-11	0.0000000E+0	6.8310000E-11
-3.9000000E+2	6.3000000E-11	0.0000000E+0	6.3000000E-11
-3.9500000E+2	6.8750000E-11	0.0000000E+0	6.8750000E-11
-4.0000000E+2	6.8790000E-11	0.0000000E+0	6.8790000E-11
-4.0500000E+2	6.2950000E-11	0.0000000E+0	6.2950000E-11
