5.0000000E+0	1.3300000E-10	1.3200000E-10	1.3200000E-10	1.3200000E-10	1.3200000E-10	1.3500000E-10	1.3500000E-10	1.3400000E-10	1.3500000E-10	1.3400000E-10	1.3400000E-10	1.3800000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3700000E-10	1.3600000E-10	1.3500000E-10	1.3500000E-10	1.3600000E-10	1.3400000E-10	1.3400000E-10	1.3300000E-10	1.3400000E-10	1.3300000E-10	1.3200000E-10	4.2880000E-9	4.3180000E-9
8.0000000E+0	1.0700000E-10	1.0700000E-10	1.0800000E-10	1.0800000E-10	1.0800000E-10	1.0900000E-10	1.0900000E-10	1.0900000E-10	1.1000000E-10	1.1000000E-10	1.1000000E-10	1.1100000E-10	1.1200000E-10	1.1200000E-10	1.1100000E-10	1.1200000E-10	1.1200000E-10	1.1200000E-10	1.1200000E-10	1.1100000E-10	1.1200000E-10	1.1200000E-10	1.1100000E-10	1.1000000E-10	1.1100000E-10	1.1100000E-10	1.0900000E-10	1.0900000E-10	1.0900000E-10	1.0900000E-10	1.0800000E-10	1.0800000E-10	3.4980000E-9	3.5190000E-9
1.1000000E+1	8.8000000E-11	8.6000000E-11	8.7000000E-11	8.7000000E-11	8.8000000E-11	9.1000000E-11	9.3000000E-11	9.3000000E-11	9.1000000E-11	9.2000000E-11	9.3000000E-11	9.6000000E-11	9.6000000E-11	9.7000000E-11	9.6000000E-11	9.6000000E-11	9.7000000E-11	9.7000000E-11	9.7000000E-11	9.6000000E-11	9.7000000E-11	9.6000000E-11	9.5000000E-11	9.5000000E-11	9.5000000E-11	9.6000000E-11	9.2000000E-11	8.9000000E-11	8.9000000E-11	9.0000000E-11	8.8000000E-11	8.9000000E-11	2.9480000E-9	2.9680000E-9
1.4000000E+1	8.0680000E-11	7.7000000E-11	7.6000000E-11	7.7000000E-11	7.6000000E-11	7.7000000E-11	7.8000000E-11	7.7000000E-11	7.8000000E-11	7.7000000E-11	7.7000000E-11	8.0000000E-11	8.0000000E-11	8.0000000E-11	8.0000000E-11	8.0000000E-11	8.0000000E-11	8.0000000E-11	8.0000000E-11	7.9000000E-11	8.0000000E-11	7.9000000E-11	7.8000000E-11	7.8000000E-11	7.9000000E-11	7.8000000E-11	7.8000000E-11	7.7000000E-11	7.7000000E-11	7.7000000E-11	7.8000000E-11	7.9000000E-11	2.4880000E-9	4.1950000E-9
1.7000000E+1	7.2000000E-11	6.9000000E-11	6.8000000E-11	7.0000000E-11	6.9000000E-11	7.0000000E-11	7.0000000E-11	7.0000000E-11	7.0000000E-11	7.0000000E-11	7.0000000E-11	7.2000000E-11	7.2000000E-11	7.2000000E-11	7.2000000E-11	7.3000000E-11	7.2000000E-11	7.3000000E-11	7.3000000E-11	7.2000000E-11	7.1000000E-11	7.1000000E-11	7.0000000E-11	7.1000000E-11	7.2000000E-11	7.1000000E-11	7.0000000E-11	6.9000000E-11	6.9000000E-11	7.0000000E-11	7.0000000E-11	7.2000000E-11	2.2480000E-9	2.2650000E-9
2.0000000E+1	6.7000000E-11	6.3000000E-11	6.4000000E-11	6.4000000E-11	6.3000000E-11	6.4000000E-11	6.4000000E-11	6.4500000E-11	6.7000000E-11	6.5000000E-11	6.5000000E-11	6.5000000E-11	6.7000000E-11	6.6000000E-11	6.7000000E-11	6.7000000E-11	6.6000000E-11	6.7000000E-11	6.6000000E-11	6.6000000E-11	6.6000000E-11	6.5000000E-11	6.5000000E-11	6.5000000E-11	6.6000000E-11	6.5000000E-11	6.4000000E-11	6.4000000E-11	6.4000000E-11	6.5000000E-11	6.4000000E-11	6.7000000E-11	2.0580000E-9	2.1090000E-9
2.3000000E+1	6.2000000E-11	5.9000000E-11	5.9000000E-11	5.9000000E-11	5.9000000E-11	6.0000000E-11	6.1000000E-11	5.9000000E-11	6.0000000E-11	5.8000000E-11	5.9000000E-11	6.1000000E-11	6.0000000E-11	6.2000000E-11	6.3000000E-11	6.2000000E-11	6.2000000E-11	6.2000000E-11	6.2000000E-11	6.1000000E-11	6.2000000E-11	6.0000000E-11	6.0000000E-11	6.0000000E-11	6.0000000E-11	6.1000000E-11	6.0000000E-11	6.0000000E-11	5.9000000E-11	6.0000000E-11	6.0000000E-11	6.2000000E-11	1.9180000E-9	1.9340000E-9
2.6000000E+1	5.8000000E-11	5.6000000E-11	5.6000000E-11	5.6000000E-11	5.4000000E-11	5.6000000E-11	5.6000000E-11	5.5000000E-11	5.7000000E-11	5.7000000E-11	5.6000000E-11	5.7000000E-11	5.8000000E-11	5.7000000E-11	5.8000000E-11	5.8000000E-11	5.8000000E-11	5.8000000E-11	5.8000000E-11	5.8000000E-11	5.8000000E-11	5.7000000E-11	5.7000000E-11	5.7000000E-11	5.6000000E-11	5.7000000E-11	5.7000000E-11	5.5000000E-11	5.6000000E-11	5.6000000E-11	5.6000000E-11	5.8000000E-11	1.7980000E-9	1.8170000E-9
2.9000000E+1	5.6000000E-11	5.2000000E-11	5.2000000E-11	5.2000000E-11	5.2000000E-11	5.3000000E-11	5.4000000E-11	5.2500000E-11	5.4000000E-11	5.2000000E-11	5.4000000E-11	5.4000000E-11	5.4000000E-11	5.5000000E-11	5.5000000E-11	5.5000000E-11	5.5000000E-11	5.5000000E-11	5.5000000E-11	5.4000000E-11	5.4000000E-11	5.3000000E-11	5.4000000E-11	5.3000000E-11	5.4000000E-11	5.4000000E-11	5.3000000E-11	5.3000000E-11	5.3000000E-11	5.4000000E-11	5.1000000E-11	5.4000000E-11	1.7080000E-9	1.7330000E-9
3.2000000E+1	5.3000000E-11	5.1000000E-11	5.0000000E-11	5.0000000E-11	5.0000000E-11	5.0000000E-11	5.0000000E-11	5.0000000E-11	5.0000000E-11	5.1000000E-11	5.1000000E-11	5.1000000E-11	5.2000000E-11	5.3000000E-11	5.3000000E-11	5.3000000E-11	5.2000000E-11	5.3000000E-11	5.3000000E-11	5.2000000E-11	5.1000000E-11	5.2000000E-11	5.0000000E-11	5.1000000E-11	5.0000000E-11	5.1000000E-11	5.0000000E-11	5.0000000E-11	5.0000000E-11	4.8000000E-11	4.9000000E-11	5.3000000E-11	1.6180000E-9	1.6330000E-9
