CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	2.1330000E-11	2.0190000E-11	2.1190000E-11	5.7750000E-11	6.2710000E-11
-2.4750000E+1	1.2031000E-11	1.0676000E-11	1.1875000E-11	2.8750000E-11	3.4582000E-11
-4.4500000E+1	1.1234000E-11	1.0073000E-11	1.1051000E-11	2.6440000E-11	3.2358000E-11
-6.4250000E+1	1.0691000E-11	9.7560000E-12	1.0485000E-11	2.4950000E-11	3.0932000E-11
-8.4000000E+1	1.0135000E-11	9.4280000E-12	9.8770000E-12	2.3400000E-11	2.9440000E-11
-1.0375000E+2	9.4970000E-12	8.9890000E-12	9.2350000E-12	2.1640000E-11	2.7721000E-11
-1.2350000E+2	8.9890000E-12	8.5860000E-12	8.8500000E-12	2.0310000E-11	2.6425000E-11
-1.4325000E+2	8.8730000E-12	8.4750000E-12	8.7890000E-12	2.0000000E-11	2.6137000E-11
-1.6300000E+2	8.8470000E-12	8.4460000E-12	8.7560000E-12	1.9912000E-11	2.6049000E-11
-1.8275000E+2	8.8250000E-12	8.4230000E-12	8.7270000E-12	1.9838000E-11	2.5975000E-11
-2.0250000E+2	8.8040000E-12	8.4030000E-12	8.7060000E-12	1.9773000E-11	2.5913000E-11
-2.2225000E+2	8.7860000E-12	8.3850000E-12	8.6870000E-12	1.9715000E-11	2.5858000E-11
-2.4200000E+2	8.7590000E-12	8.3620000E-12	8.6660000E-12	1.9639000E-11	2.5787000E-11
-2.6175000E+2	8.7270000E-12	8.3430000E-12	8.6490000E-12	1.9571000E-11	2.5719000E-11
-2.8150000E+2	8.7020000E-12	8.3290000E-12	8.6340000E-12	1.9516000E-11	2.5665000E-11
-3.0125000E+2	8.6830000E-12	8.3130000E-12	8.6230000E-12	1.9469000E-11	2.5619000E-11
-3.2100000E+2	8.6720000E-12	8.3010000E-12	8.6140000E-12	1.9436000E-11	2.5587000E-11
-3.4075000E+2	8.6620000E-12	8.2900000E-12	8.6050000E-12	1.9404000E-11	2.5557000E-11
-3.6050000E+2	8.6930000E-12	8.2830000E-12	8.5960000E-12	1.9377000E-11	2.5572000E-11
-3.8025000E+2	8.6480000E-12	8.2730000E-12	8.5890000E-12	1.9353000E-11	2.5510000E-11
-4.0000000E+2	8.6400000E-12	8.2650000E-12	8.5820000E-12	1.9330000E-11	2.5487000E-11
