CV Measurement
Barcode=33305010000619	DateCV=20151103	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.0473000E-11	9.7330000E-12	1.0376000E-11	2.3860000E-11	3.0582000E-11
-2.4750000E+1	7.4450000E-12	6.7520000E-12	7.3500000E-12	1.4484000E-11	2.1547000E-11
-4.4500000E+1	6.6640000E-12	6.1190000E-12	6.5690000E-12	1.2213000E-11	1.9352000E-11
-6.4250000E+1	6.3130000E-12	5.8400000E-12	6.2210000E-12	1.1195000E-11	1.8374000E-11
-8.4000000E+1	6.1600000E-12	5.7020000E-12	6.0690000E-12	1.0730000E-11	1.7931000E-11
-1.0375000E+2	6.0580000E-12	5.6100000E-12	5.9670000E-12	1.0415000E-11	1.7635000E-11
-1.2350000E+2	5.9680000E-12	5.5300000E-12	5.8760000E-12	1.0144000E-11	1.7374000E-11
-1.4325000E+2	5.8940000E-12	5.4660000E-12	5.8000000E-12	9.9250000E-12	1.7160000E-11
-1.6300000E+2	5.8310000E-12	5.4130000E-12	5.7370000E-12	9.7400000E-12	1.6981000E-11
-1.8275000E+2	5.7780000E-12	5.3660000E-12	5.6830000E-12	9.5830000E-12	1.6827000E-11
-2.0250000E+2	5.7290000E-12	5.3260000E-12	5.6350000E-12	9.4410000E-12	1.6690000E-11
-2.2225000E+2	5.6850000E-12	5.2890000E-12	5.5890000E-12	9.3100000E-12	1.6563000E-11
-2.4200000E+2	5.6450000E-12	5.2560000E-12	5.5500000E-12	9.1970000E-12	1.6451000E-11
-2.6175000E+2	5.6310000E-12	5.2440000E-12	5.5350000E-12	9.1510000E-12	1.6410000E-11
-2.8150000E+2	5.6280000E-12	5.2400000E-12	5.5310000E-12	9.1420000E-12	1.6399000E-11
-3.0125000E+2	5.6270000E-12	5.2390000E-12	5.5300000E-12	9.1380000E-12	1.6396000E-11
-3.2100000E+2	5.6450000E-12	5.2380000E-12	5.5290000E-12	9.1360000E-12	1.6412000E-11
-3.4075000E+2	5.6260000E-12	5.2380000E-12	5.5290000E-12	9.1330000E-12	1.6393000E-11
-3.6050000E+2	5.6260000E-12	5.2380000E-12	5.5270000E-12	9.1320000E-12	1.6391000E-11
-3.8025000E+2	5.6260000E-12	5.2370000E-12	5.5280000E-12	9.1310000E-12	1.6391000E-11
-4.0000000E+2	5.6270000E-12	5.2360000E-12	5.5270000E-12	9.1310000E-12	1.6390000E-11
