CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	9.9090000E-12	9.1060000E-12	9.8420000E-12	2.3100000E-11	2.8857000E-11
-2.4750000E+1	6.8190000E-12	6.0350000E-12	6.7540000E-12	1.3358000E-11	1.9608000E-11
-4.4500000E+1	6.4970000E-12	5.8470000E-12	6.4400000E-12	1.2497000E-11	1.8784000E-11
-6.4250000E+1	6.2700000E-12	5.7390000E-12	6.2160000E-12	1.1911000E-11	1.8225000E-11
-8.4000000E+1	6.1340000E-12	5.6670000E-12	6.0630000E-12	1.1521000E-11	1.7864000E-11
-1.0375000E+2	6.1280000E-12	5.6660000E-12	6.0510000E-12	1.1484000E-11	1.7845000E-11
-1.2350000E+2	6.1150000E-12	5.6540000E-12	6.0370000E-12	1.1443000E-11	1.7806000E-11
-1.4325000E+2	6.1040000E-12	5.6430000E-12	6.0260000E-12	1.1410000E-11	1.7773000E-11
-1.6300000E+2	6.0950000E-12	5.6350000E-12	6.0170000E-12	1.1382000E-11	1.7747000E-11
-1.8275000E+2	6.0870000E-12	5.6280000E-12	6.0090000E-12	1.1358000E-11	1.7724000E-11
-2.0250000E+2	6.0810000E-12	5.6210000E-12	6.0010000E-12	1.1337000E-11	1.7703000E-11
-2.2225000E+2	6.0850000E-12	5.6150000E-12	5.9950000E-12	1.1316000E-11	1.7695000E-11
-2.4200000E+2	6.0700000E-12	5.6100000E-12	5.9890000E-12	1.1300000E-11	1.7669000E-11
-2.6175000E+2	6.0650000E-12	5.6050000E-12	5.9850000E-12	1.1283000E-11	1.7655000E-11
-2.8150000E+2	6.0770000E-12	5.6000000E-12	5.9790000E-12	1.1268000E-11	1.7656000E-11
-3.0125000E+2	6.0560000E-12	5.5960000E-12	5.9750000E-12	1.1255000E-11	1.7627000E-11
-3.2100000E+2	6.0530000E-12	5.5910000E-12	5.9720000E-12	1.1244000E-11	1.7616000E-11
-3.4075000E+2	6.0500000E-12	5.5880000E-12	5.9680000E-12	1.1234000E-11	1.7606000E-11
-3.6050000E+2	6.0460000E-12	5.5850000E-12	5.9650000E-12	1.1222000E-11	1.7596000E-11
-3.8025000E+2	6.0440000E-12	5.5820000E-12	5.9610000E-12	1.1212000E-11	1.7587000E-11
-4.0000000E+2	6.0410000E-12	5.5790000E-12	5.9580000E-12	1.1202000E-11	1.7578000E-11
