CV Measurement
Barcode=33305010000619	DateCV=20151103	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.2320000E-11	1.2203000E-11	1.3247000E-11	3.1300000E-11	3.7770000E-11
-2.4750000E+1	8.9490000E-12	8.5000000E-12	8.8380000E-12	1.9336000E-11	2.6287000E-11
-4.4500000E+1	8.1790000E-12	7.6260000E-12	8.1000000E-12	1.6876000E-11	2.3905000E-11
-6.4250000E+1	7.7900000E-12	7.1910000E-12	7.7210000E-12	1.5632000E-11	2.2702000E-11
-8.4000000E+1	7.5280000E-12	6.9030000E-12	7.4600000E-12	1.4791000E-11	2.1891000E-11
-1.0375000E+2	7.3320000E-12	6.6950000E-12	7.2610000E-12	1.4157000E-11	2.1288000E-11
-1.2350000E+2	7.1690000E-12	6.5270000E-12	7.0970000E-12	1.3649000E-11	2.0793000E-11
-1.4325000E+2	7.0440000E-12	6.4010000E-12	6.9720000E-12	1.3260000E-11	2.0417000E-11
-1.6300000E+2	6.9400000E-12	6.2980000E-12	6.8620000E-12	1.2931000E-11	2.0100000E-11
-1.8275000E+2	6.8490000E-12	6.2100000E-12	6.7660000E-12	1.2642000E-11	1.9825000E-11
-2.0250000E+2	6.7660000E-12	6.1280000E-12	6.6780000E-12	1.2387000E-11	1.9572000E-11
-2.2225000E+2	6.6990000E-12	6.0590000E-12	6.6000000E-12	1.2158000E-11	1.9358000E-11
-2.4200000E+2	6.6820000E-12	6.0450000E-12	6.5850000E-12	1.2112000E-11	1.9312000E-11
-2.6175000E+2	6.6790000E-12	6.0420000E-12	6.5810000E-12	1.2102000E-11	1.9302000E-11
-2.8150000E+2	6.6760000E-12	6.0390000E-12	6.5770000E-12	1.2094000E-11	1.9292000E-11
-3.0125000E+2	6.6730000E-12	6.0360000E-12	6.5750000E-12	1.2088000E-11	1.9284000E-11
-3.2100000E+2	6.6680000E-12	6.0320000E-12	6.5710000E-12	1.2075000E-11	1.9271000E-11
-3.4075000E+2	6.6670000E-12	6.0310000E-12	6.5670000E-12	1.2065000E-11	1.9265000E-11
-3.6050000E+2	6.6630000E-12	6.0270000E-12	6.5650000E-12	1.2056000E-11	1.9255000E-11
-3.8025000E+2	6.6610000E-12	6.0250000E-12	6.5610000E-12	1.2049000E-11	1.9247000E-11
-4.0000000E+2	6.6700000E-12	6.0250000E-12	6.5620000E-12	1.2048000E-11	1.9257000E-11
