CV Measurement
Barcode=33305010000619	DateCV=20151103	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.4269000E-11	1.9258000E-11	2.1780000E-11	4.8430000E-11	5.5307000E-11
-2.4750000E+1	8.8990000E-12	1.1346000E-11	1.2918000E-11	2.6390000E-11	3.3163000E-11
-4.4500000E+1	8.2250000E-12	9.3750000E-12	1.0472000E-11	2.1140000E-11	2.8072000E-11
-6.4250000E+1	7.9600000E-12	8.4110000E-12	9.3910000E-12	1.8724000E-11	2.5762000E-11
-8.4000000E+1	7.6420000E-12	7.6810000E-12	8.5470000E-12	1.6809000E-11	2.3870000E-11
-1.0375000E+2	7.4180000E-12	7.2450000E-12	8.0260000E-12	1.5577000E-11	2.2689000E-11
-1.2350000E+2	7.2520000E-12	6.9790000E-12	7.7080000E-12	1.4813000E-11	2.1939000E-11
-1.4325000E+2	7.1150000E-12	6.7750000E-12	7.4590000E-12	1.4201000E-11	2.1349000E-11
-1.6300000E+2	7.0010000E-12	6.6150000E-12	7.2620000E-12	1.3716000E-11	2.0878000E-11
-1.8275000E+2	6.9010000E-12	6.4900000E-12	7.1080000E-12	1.3327000E-11	2.0499000E-11
-2.0250000E+2	6.8130000E-12	6.3840000E-12	6.9740000E-12	1.2992000E-11	2.0171000E-11
-2.2225000E+2	6.7340000E-12	6.2860000E-12	6.8500000E-12	1.2684000E-11	1.9870000E-11
-2.4200000E+2	6.7150000E-12	6.2600000E-12	6.8160000E-12	1.2599000E-11	1.9791000E-11
-2.6175000E+2	6.7100000E-12	6.2560000E-12	6.8090000E-12	1.2582000E-11	1.9775000E-11
-2.8150000E+2	6.7050000E-12	6.2510000E-12	6.8030000E-12	1.2565000E-11	1.9759000E-11
-3.0125000E+2	6.7010000E-12	6.2460000E-12	6.7970000E-12	1.2552000E-11	1.9744000E-11
-3.2100000E+2	6.6980000E-12	6.2420000E-12	6.7930000E-12	1.2541000E-11	1.9733000E-11
-3.4075000E+2	6.6960000E-12	6.2410000E-12	6.7920000E-12	1.2541000E-11	1.9729000E-11
-3.6050000E+2	6.6950000E-12	6.2400000E-12	6.7920000E-12	1.2536000E-11	1.9727000E-11
-3.8025000E+2	6.6930000E-12	6.2380000E-12	6.7900000E-12	1.2533000E-11	1.9721000E-11
-4.0000000E+2	6.6920000E-12	6.2380000E-12	6.7900000E-12	1.2532000E-11	1.9720000E-11
