CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.0459000E-11	9.5880000E-12	1.0392000E-11	2.4580000E-11	3.0439000E-11
-2.4750000E+1	6.9710000E-12	6.1590000E-12	6.9090000E-12	1.3791000E-11	2.0039000E-11
-4.4500000E+1	6.6400000E-12	5.9200000E-12	6.5790000E-12	1.2853000E-11	1.9139000E-11
-6.4250000E+1	6.5690000E-12	5.8680000E-12	6.5120000E-12	1.2646000E-11	1.8949000E-11
-8.4000000E+1	6.5510000E-12	5.8590000E-12	6.4940000E-12	1.2577000E-11	1.8904000E-11
-1.0375000E+2	6.5350000E-12	5.8480000E-12	6.4790000E-12	1.2523000E-11	1.8862000E-11
-1.2350000E+2	6.5140000E-12	5.8300000E-12	6.4580000E-12	1.2460000E-11	1.8802000E-11
-1.4325000E+2	6.4990000E-12	5.8150000E-12	6.4420000E-12	1.2414000E-11	1.8756000E-11
-1.6300000E+2	6.4840000E-12	5.8040000E-12	6.4290000E-12	1.2373000E-11	1.8717000E-11
-1.8275000E+2	6.4810000E-12	5.7940000E-12	6.4160000E-12	1.2337000E-11	1.8691000E-11
-2.0250000E+2	6.4630000E-12	5.7860000E-12	6.4060000E-12	1.2308000E-11	1.8655000E-11
-2.2225000E+2	6.4550000E-12	5.7780000E-12	6.3970000E-12	1.2283000E-11	1.8630000E-11
-2.4200000E+2	6.4470000E-12	5.7720000E-12	6.3890000E-12	1.2258000E-11	1.8608000E-11
-2.6175000E+2	6.4400000E-12	5.7650000E-12	6.3820000E-12	1.2239000E-11	1.8587000E-11
-2.8150000E+2	6.4510000E-12	5.7600000E-12	6.3740000E-12	1.2216000E-11	1.8585000E-11
-3.0125000E+2	6.4290000E-12	5.7540000E-12	6.3690000E-12	1.2201000E-11	1.8552000E-11
-3.2100000E+2	6.4240000E-12	5.7490000E-12	6.3640000E-12	1.2185000E-11	1.8537000E-11
-3.4075000E+2	6.4200000E-12	5.7440000E-12	6.3590000E-12	1.2169000E-11	1.8523000E-11
-3.6050000E+2	6.4160000E-12	5.7400000E-12	6.3550000E-12	1.2156000E-11	1.8511000E-11
-3.8025000E+2	6.4450000E-12	5.7370000E-12	6.3500000E-12	1.2143000E-11	1.8532000E-11
-4.0000000E+2	6.4080000E-12	5.7330000E-12	6.3470000E-12	1.2133000E-11	1.8488000E-11
