CV Measurement
Barcode=33305010000619	DateCV=20151104	TempCV=20.0	HumidityCV=50.0	FluenceCV=	Freq=5000.0

Voltage		Strip1		Strip2		Strip3		StripSum 	StripAll
-5.0000000E+0	1.0460000E-11	9.5320000E-12	1.0346000E-11	2.4500000E-11	3.0338000E-11
-2.4750000E+1	7.0140000E-12	6.1420000E-12	6.8920000E-12	1.3802000E-11	2.0048000E-11
-4.4500000E+1	6.6760000E-12	5.9090000E-12	6.5620000E-12	1.2863000E-11	1.9147000E-11
-6.4250000E+1	6.5490000E-12	5.8530000E-12	6.4930000E-12	1.2592000E-11	1.8895000E-11
-8.4000000E+1	6.5380000E-12	5.8510000E-12	6.4850000E-12	1.2543000E-11	1.8874000E-11
-1.0375000E+2	6.5240000E-12	5.8410000E-12	6.4710000E-12	1.2497000E-11	1.8836000E-11
-1.2350000E+2	6.5060000E-12	5.8250000E-12	6.4510000E-12	1.2442000E-11	1.8782000E-11
-1.4325000E+2	6.4910000E-12	5.8120000E-12	6.4380000E-12	1.2397000E-11	1.8741000E-11
-1.6300000E+2	6.4780000E-12	5.8010000E-12	6.4240000E-12	1.2358000E-11	1.8703000E-11
-1.8275000E+2	6.4680000E-12	5.7920000E-12	6.4130000E-12	1.2327000E-11	1.8673000E-11
-2.0250000E+2	6.4580000E-12	5.7840000E-12	6.4040000E-12	1.2298000E-11	1.8646000E-11
-2.2225000E+2	6.4500000E-12	5.7760000E-12	6.3940000E-12	1.2272000E-11	1.8620000E-11
-2.4200000E+2	6.4430000E-12	5.7690000E-12	6.3860000E-12	1.2249000E-11	1.8598000E-11
-2.6175000E+2	6.4370000E-12	5.7630000E-12	6.3800000E-12	1.2228000E-11	1.8580000E-11
-2.8150000E+2	6.4470000E-12	5.7570000E-12	6.3740000E-12	1.2208000E-11	1.8578000E-11
-3.0125000E+2	6.4250000E-12	5.7520000E-12	6.3670000E-12	1.2192000E-11	1.8544000E-11
-3.2100000E+2	6.4200000E-12	5.7470000E-12	6.3620000E-12	1.2176000E-11	1.8529000E-11
-3.4075000E+2	6.4170000E-12	5.7420000E-12	6.3570000E-12	1.2161000E-11	1.8516000E-11
-3.6050000E+2	6.4410000E-12	5.7390000E-12	6.3530000E-12	1.2148000E-11	1.8533000E-11
-3.8025000E+2	6.4090000E-12	5.7350000E-12	6.3480000E-12	1.2135000E-11	1.8492000E-11
-4.0000000E+2	6.4050000E-12	5.7310000E-12	6.3440000E-12	1.2124000E-11	1.8480000E-11
